Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2015,Incremento20142015,Floresta2015,Nuvem2015,NaoObservado2015,NaoFloresta2015,Hidrografia2015,Soma 
 44,-2.64774,-56.23691,S 2 38 51.86,O 56 14 12.88,Juruti,1503903,PA,8308,1184.1,8.4,5100.3,281.3,0.0,633.3,1109.0,100
 45,-2.03379,-48.31904,S 2 2 1.64,O 48 19 8.54,Acará,1500206,PA,4361,2357.8,7.0,1606.4,283.0,0.0,43.3,70.5,100
 46,-4.20041,-47.82354,S 4 12 1.48,O 47 49 24.74,Dom Eliseu,1502939,PA,5296,3476.1,6.9,1789.1,30.8,0.0,0.0,0.0,100
 47,-2.90336,-48.78385,S 2 54 12.10,O 48 47 1.86,Tailândia,1507953,PA,4451,2243.6,6.7,1998.3,209.1,0.0,0.0,0.0,100
 48,-5.02798,-48.77112,S 5 1 40.73,O 48 46 16.03,Bom Jesus do Tocantins,1501576,PA,2827,1760.9,5.5,956.9,0.0,0.0,70.0,39.2,100
 49,-7.48419,-51.51165,S 7 29 3.08,O 51 30 41.94,Ourilândia do Norte,1505437,PA,14357,1691.9,5.2,9462.9,29.2,0.0,3169.4,3.6,100
 50,-2.66028,-48.25818,S 2 39 37.01,O 48 15 29.45,Tomé-Açu,1508001,PA,5169,2972.2,5.0,2037.4,158.9,0.0,0.1,0.4,100
 51,-5.44170,-48.67711,S 5 26 30.12,O 48 40 37.60,São João do Araguaia,1507508,PA,1288,924.2,5.0,174.0,0.0,0.0,73.7,116.1,99
 52,-7.36998,-50.10481,S 7 22 11.93,O 50 6 17.32,Rio Maria,1506161,PA,4122,3393.4,4.8,592.5,0.0,0.0,128.6,7.5,99
 53,-1.90481,-56.47418,S 1 54 17.32,O 56 28 27.05,Terra Santa,1507979,PA,1900,354.6,4.7,747.3,20.6,0.0,388.1,389.4,99
 54,-6.12012,-49.26085,S 6 7 12.43,O 49 15 39.06,Eldorado dos Carajás,1502954,PA,2968,2738.1,4.6,229.9,0.0,0.0,0.0,0.0,100
 55,-3.16791,-49.75057,S 3 10 4.48,O 49 45 2.05,Baião,1501204,PA,3768,1601.9,4.4,1335.8,119.0,0.0,475.4,235.9,100
 56,-6.81334,-51.41284,S 6 48 48.02,O 51 24 46.22,Tucumã,1508084,PA,2513,2286.9,4.2,218.5,0.0,0.0,0.0,7.6,99
 57,-1.09331,-46.26696,S 1 5 35.92,O 46 16 1.06,Viseu,1508308,PA,4971,3464.9,4.1,1039.4,334.0,0.0,45.4,87.3,100
 58,-1.78297,-55.10334,S 1 46 58.69,O 55 6 12.02,Curuá,1502855,PA,1430,340.3,3.8,288.3,61.7,0.0,272.6,467.1,99
 59,-5.01264,-49.20524,S 5 0 45.50,O 49 12 18.86,Nova Ipixuna,1504976,PA,1569,1152.0,3.6,198.6,2.0,0.0,122.6,93.8,100
 60,-7.55246,-49.60538,S 7 33 8.86,O 49 36 19.37,Floresta do Araguaia,1503044,PA,3454,1913.4,3.3,317.5,0.0,0.0,1177.7,45.4,100
 61,-4.59252,-49.20947,S 4 35 33.07,O 49 12 34.09,Jacundá,1503804,PA,2013,1471.5,3.3,276.7,0.5,0.0,0.0,264.3,99
 62,-0.77509,-47.26758,S 0 46 30.32,O 47 16 3.29,São João de Pirabas,1507474,PA,703,207.8,3.3,327.4,73.5,0.0,12.9,81.4,99
 63,-1.10869,-57.80093,S 1 6 31.28,O 57 48 3.35,Faro,1503002,PA,11794,244.2,3.2,11075.6,205.5,0.0,87.6,181.1,99
 64,-6.55226,-48.99483,S 6 33 8.14,O 48 59 41.39,Piçarra,1505635,PA,3322,2918.5,3.1,336.9,2.7,0.0,0.0,63.9,99
 65,-6.48129,-50.03153,S 6 28 52.64,O 50 1 53.51,Canaã dos Carajás,1502152,PA,3156,1740.6,2.7,1134.0,175.7,0.0,105.6,0.1,100
 66,-2.39441,-46.79100,S 2 23 39.88,O 46 47 27.60,Nova Esperança do Piriá,1504950,PA,2829,1554.1,2.7,1255.2,19.7,0.0,0.0,0.0,100
 67,-2.38582,-49.92558,S 2 23 8.95,O 49 55 32.09,Oeiras do Pará,1505205,PA,3863,769.4,2.0,1605.6,816.3,0.0,377.7,294.0,100
 68,-1.83573,-47.39886,S 1 50 8.63,O 47 23 55.90,Irituia,1503507,PA,1387,1213.4,1.9,144.7,8.4,0.0,17.2,3.3,99
 69,-6.19825,-50.43010,S 6 11 53.70,O 50 25 48.36,Parauapebas,1505536,PA,6968,1316.7,1.9,4322.9,1241.0,0.0,85.6,1.8,100
 70,-1.92729,-47.75973,S 1 55 38.24,O 47 45 35.03,São Domingos do Capim,1507201,PA,1686,1339.9,1.8,216.7,78.3,0.0,15.2,35.9,99
 71,-8.20672,-49.54786,S 8 12 24.19,O 49 32 52.30,Conceição do Araguaia,1502707,PA,5847,3079.2,1.7,775.9,0.0,0.0,1874.8,117.1,99
 72,-1.12505,-47.27210,S 1 7 30.18,O 47 16 19.56,Peixe-Boi,1505601,PA,454,361.1,1.6,62.8,9.3,0.0,17.1,3.7,100
 73,-1.55275,-47.62771,S 1 33 9.90,O 47 37 39.76,São Miguel do Guamá,1507607,PA,1117,886.9,1.6,147.8,34.9,0.0,15.2,32.2,99
 74,-0.80045,-47.75464,S 0 48 1.62,O 47 45 16.70,Marapanim,1504406,PA,795,402.3,1.4,226.2,76.0,0.0,41.6,48.9,99
 75,-0.91777,-48.11811,S 0 55 3.97,O 48 7 5.20,Vigia,1508209,PA,536,218.8,1.4,107.4,32.0,0.0,16.4,161.4,100
 76,-5.76373,-48.49835,S 5 45 49.43,O 48 29 54.06,Brejo Grande do Araguaia,1501758,PA,1292,1065.5,1.2,170.0,0.0,0.0,29.8,26.7,100
 77,-2.22129,-47.08493,S 2 13 16.64,O 47 5 5.75,Garrafão do Norte,1503077,PA,1610,1434.0,1.2,171.3,4.7,0.0,0.0,0.0,100
 78,-2.06616,-47.25773,S 2 3 58.18,O 47 15 27.83,Capitão Poço,1502301,PA,2924,2571.8,1.2,339.6,8.8,0.0,2.0,1.8,99
 79,-1.18797,-47.12751,S 1 11 16.69,O 47 7 39.04,Capanema,1502202,PA,619,518.0,1.2,60.0,9.1,0.0,29.5,2.4,100
 80,-5.90983,-48.35503,S 5 54 35.39,O 48 21 18.11,Palestina do Pará,1505494,PA,985,823.0,1.2,136.1,0.0,0.0,0.3,25.6,100
 81,-0.74831,-47.02402,S 0 44 53.92,O 47 1 26.47,Quatipuru,1506112,PA,326,81.6,1.2,122.2,38.6,0.0,24.9,58.7,100
 82,-0.70803,-47.35142,S 0 42 28.91,O 47 21 5.11,Salinópolis,1506203,PA,219,32.4,1.2,99.0,56.2,0.0,10.5,20.9,99
 83,-1.65367,-48.05474,S 1 39 13.21,O 48 3 17.06,Bujaru,1501907,PA,1010,658.5,1.2,238.3,42.1,0.0,11.8,59.3,100
 84,-6.84864,-49.25551,S 6 50 55.10,O 49 15 19.84,Xinguara,1508407,PA,3793,3377.5,1.1,397.4,0.5,0.0,0.0,17.6,100
 85,-2.26004,-47.70690,S 2 15 36.14,O 47 42 24.84,Aurora do Pará,1500958,PA,1824,1551.6,1.0,186.1,69.0,0.0,0.0,17.3,100
 86,-1.15638,-50.43788,S 1 9 22.97,O 50 26 16.37,Breves,1501808,PA,9572,541.4,0.9,6675.6,1245.9,0.0,86.2,1022.9,100
 87,-6.83358,-49.56823,S 6 50 0.89,O 49 34 5.63,Sapucaia,1507755,PA,1300,1158.7,0.9,141.3,0.0,0.0,0.0,0.0,100
 88,-5.68166,-48.73065,S 5 40 53.98,O 48 43 50.34,São Domingos do Araguaia,1507151,PA,1397,1290.3,0.9,106.7,0.0,0.0,0.0,0.0,100
 89,-1.39347,-47.31005,S 1 23 36.49,O 47 18 36.18,Bonito,1501600,PA,590,542.6,0.8,42.3,5.1,0.0,0.0,0.0,100
 90,-2.48368,-50.18049,S 2 29 1.25,O 50 10 49.76,Bagre,1501105,PA,4403,205.9,0.7,2355.8,1523.0,0.0,61.5,256.8,100
 91,0.01942,-49.88506,N 0 1 9.91,O 49 53 6.22,Chaves,1502509,PA,13116,96.9,0.7,2416.6,1604.6,0.0,5236.2,3761.7,99
 92,-1.26528,-47.93713,S 1 15 55.01,O 47 56 13.67,Castanhal,1502400,PA,1034,903.8,0.7,89.5,39.6,0.0,0.0,1.1,100
 93,-6.16889,-48.75597,S 6 10 8.00,O 48 45 21.49,São Geraldo do Araguaia,1507458,PA,3181,2497.5,0.7,340.2,0.0,0.0,314.1,29.2,99
 94,-0.80608,-47.47954,S 0 48 21.89,O 47 28 46.34,Maracanã,1504307,PA,860,326.4,0.6,269.1,109.9,0.0,33.2,121.4,100
 95,-7.72486,-50.13413,S 7 43 29.50,O 50 8 2.87,Pau D'Arco,1505551,PA,1674,937.5,0.6,324.8,0.0,0.0,411.7,0.0,99
 96,-2.07583,-49.08754,S 2 4 32.99,O 49 5 15.14,Igarapé-Miri,1503309,PA,2004,480.3,0.6,940.6,58.0,0.0,203.3,321.8,100
 97,-1.73866,-48.85524,S 1 44 19.18,O 48 51 18.86,Abaetetuba,1500107,PA,1617,694.4,0.6,451.2,44.2,0.0,13.6,413.6,99
 98,-0.86850,-47.96322,S 0 52 6.60,O 47 57 47.59,São João da Ponta,1507466,PA,197,108.3,0.6,42.5,33.2,0.0,1.7,11.3,99
 99,-1.87841,-47.97492,S 1 52 42.28,O 47 58 29.71,Concórdia do Pará,1502756,PA,695,609.4,0.5,74.0,11.3,0.0,0.0,0.3,100
 100,-0.95528,-46.65764,S 0 57 19.01,O 46 39 27.50,Bragança,1501709,PA,2107,1723.7,0.5,222.9,66.6,0.0,37.6,56.2,100
 101,-0.93652,-47.15277,S 0 56 11.47,O 47 9 9.97,Primavera,1506104,PA,261,178.7,0.5,62.7,2.3,0.0,9.3,8.0,99
 102,-6.25014,-49.69278,S 6 15 0.50,O 49 41 34.01,Curionópolis,1502772,PA,2375,2058.7,0.5,310.7,1.0,0.0,4.6,0.0,99
 103,-1.36752,-48.12871,S 1 22 3.07,O 48 7 43.36,Santa Isabel do Pará,1506500,PA,720,534.7,0.5,130.0,30.4,0.0,4.1,20.8,100
 104,-1.48763,-47.12672,S 1 29 15.47,O 47 7 36.19,Ourém,1505403,PA,565,498.5,0.3,62.8,2.0,0.0,1.4,0.3,100
 105,-1.44539,-48.63703,S 1 26 43.40,O 48 38 13.31,Barcarena,1501303,PA,1316,329.6,0.3,419.7,37.1,0.0,1.9,527.7,100
 106,-1.17423,-47.57619,S 1 10 27.23,O 47 34 34.28,Igarapé-Açu,1503200,PA,789,687.8,0.3,59.1,34.9,0.0,6.0,1.2,99
 107,-1.16917,-47.40530,S 1 10 9.01,O 47 24 19.08,Nova Timboteua,1505007,PA,492,377.5,0.3,68.3,22.7,0.0,19.5,4.0,99
 108,-2.28082,-49.51546,S 2 16 50.95,O 49 30 55.66,Cametá,1502103,PA,3090,1115.7,0.3,742.5,125.6,0.0,657.9,448.3,100
 109,-0.82105,-47.63978,S 0 49 15.78,O 47 38 23.21,Magalhães Barata,1504109,PA,326,162.9,0.3,85.7,47.5,0.0,2.3,27.6,100
 110,-1.53536,-51.06862,S 1 32 7.30,O 51 4 7.03,Melgaço,1504505,PA,6781,160.5,0.3,4351.1,1576.7,0.0,166.3,526.4,100
 111,-1.27265,-48.50024,S 1 16 21.54,O 48 30 0.86,Belém,1501402,PA,1070,249.3,0.3,217.2,15.1,0.0,7.1,581.3,100
 112,-0.70617,-47.85268,S 0 42 22.21,O 47 51 9.65,Curuçá,1502905,PA,675,272.1,0.3,252.4,80.6,0.0,0.9,69.0,99
 113,-0.92904,-46.93052,S 0 55 44.54,O 46 55 49.87,Tracuateua,1508035,PA,858,468.7,0.3,104.1,75.6,0.0,188.8,20.8,99
 114,-1.12099,-51.49156,S 1 7 15.56,O 51 29 29.62,Gurupá,1503101,PA,8550,112.3,0.2,3523.2,3100.1,0.0,517.1,1297.3,100
 115,-1.09607,-48.14127,S 1 5 45.85,O 48 8 28.57,Santo Antônio do Tauá,1507003,PA,540,324.8,0.2,91.9,19.6,0.0,6.8,96.9,100
 116,-0.82301,-48.03573,S 0 49 22.84,O 48 2 8.63,São Caetano de Odivelas,1507102,PA,752,232.5,0.2,134.4,62.8,0.0,8.8,313.5,100
 117,-8.05636,-50.21305,S 8 3 22.90,O 50 12 46.98,Redenção,1506138,PA,3830,2662.1,0.2,462.9,0.0,0.0,705.0,0.0,100
 118,-0.99609,-46.42827,S 0 59 45.92,O 46 25 41.77,Augusto Corrêa,1500909,PA,1100,728.8,0.2,206.7,83.5,0.0,4.7,76.3,100
 119,-1.98969,-47.50665,S 1 59 22.88,O 47 30 23.94,Mãe do Rio,1504059,PA,471,449.0,0.2,19.6,1.0,0.0,0.0,1.4,99
 120,-4.96265,-48.39406,S 4 57 45.54,O 48 23 38.62,Abel Figueiredo,1500131,PA,616,566.0,0.1,50.0,0.0,0.0,0.0,0.0,100
 121,-1.36009,-48.26134,S 1 21 36.32,O 48 15 40.82,Benevides,1501501,PA,189,124.8,0.1,49.6,6.3,0.0,0.0,8.3,99
 122,-0.79152,-49.99786,S 0 47 29.47,O 49 59 52.30,Anajás,1500701,PA,6940,176.6,0.1,4005.7,2411.8,0.0,209.1,136.8,99
 123,-1.19187,-48.23730,S 1 11 30.73,O 48 14 14.28,Santa Bárbara do Pará,1506351,PA,279,159.8,0.1,78.2,21.4,0.0,0.0,19.6,100
 124,-1.56776,-50.04488,S 1 34 3.94,O 50 2 41.57,Curralinho,1502806,PA,3626,202.3,0.1,1112.9,1698.7,0.0,241.5,370.6,100
 125,-1.36579,-47.53045,S 1 21 56.84,O 47 31 49.62,Santa Maria do Pará,1506609,PA,460,415.3,0.1,31.8,12.9,0.0,0.0,0.0,99
 126,-1.20761,-47.74858,S 1 12 27.40,O 47 44 54.89,São Francisco do Pará,1507409,PA,480,417.4,0.1,36.7,24.5,0.0,1.3,0.1,99
 127,-0.81267,-48.58165,S 0 48 45.61,O 48 34 53.94,Salvaterra,1506302,PA,1048,113.9,0.1,115.0,86.1,0.0,433.3,299.7,100
 128,-0.23850,-50.74083,S 0 14 18.60,O 50 44 26.99,Afuá,1500305,PA,8382,29.0,0.0,3079.2,2246.5,0.0,286.7,2740.6,100
 129,-1.34293,-48.39038,S 1 20 34.55,O 48 23 25.37,Ananindeua,1500800,PA,185,87.3,0.0,74.2,5.1,0.0,0.0,18.4,100
 130,-0.81338,-48.95588,S 0 48 48.17,O 48 57 21.17,Cachoeira do Arari,1502004,PA,3115,73.4,0.0,226.6,81.6,0.0,2267.7,465.7,100
 131,-0.89755,-48.27572,S 0 53 51.18,O 48 16 32.59,Colares,1502608,PA,612,90.4,0.0,103.5,29.6,0.0,15.9,372.6,100
 132,-1.45522,-47.89865,S 1 27 18.79,O 47 53 55.14,Inhangapi,1503408,PA,476,327.2,0.0,82.4,34.4,0.0,6.8,25.2,100
 133,-1.88563,-49.49551,S 1 53 8.27,O 49 29 43.84,Limoeiro do Ajuru,1504000,PA,1494,61.7,0.0,534.1,339.5,0.0,50.9,507.8,100
 134,-1.39704,-48.32114,S 1 23 49.34,O 48 19 16.10,Marituba,1504422,PA,103,65.9,0.0,26.4,3.5,0.0,0.0,7.2,100
 135,-2.54950,-49.35737,S 2 32 58.20,O 49 21 26.53,Mocajuba,1504604,PA,872,492.7,0.0,135.1,1.1,0.0,168.2,74.9,100
 136,-1.31435,-49.34437,S 1 18 51.66,O 49 20 39.73,Muaná,1504901,PA,3776,100.6,0.0,1420.8,407.6,0.0,1361.3,485.7,99
 137,-1.10948,-49.06293,S 1 6 34.13,O 49 3 46.55,Ponta de Pedras,1505700,PA,3378,52.3,0.0,472.5,136.2,0.0,2254.4,462.6,100
 138,-0.55415,-49.32373,S 0 33 14.94,O 49 19 25.43,Santa Cruz do Arari,1506401,PA,1078,0.0,0.0,4.6,1.1,0.0,1044.1,28.2,100
 139,-1.72515,-46.89921,S 1 43 30.54,O 46 53 57.16,Santa Luzia do Pará,1506559,PA,1367,1249.9,0.0,114.1,3.0,0.0,0.0,0.0,100
 140,-0.90151,-47.34586,S 0 54 5.44,O 47 20 45.10,Santarém Novo,1506906,PA,230,148.2,0.0,43.3,27.8,0.0,1.9,8.8,100
 141,-1.43102,-49.60420,S 1 25 51.67,O 49 36 15.12,São Sebastião da Boa Vista,1507706,PA,1636,123.8,0.0,595.2,626.0,0.0,175.1,115.9,99
 142,-0.53599,-48.67721,S 0 32 9.56,O 48 40 37.96,Soure,1507904,PA,3528,34.7,0.0,168.4,91.1,0.0,2502.9,730.9,99
 143,-0.99347,-47.84850,S 0 59 36.49,O 47 50 54.60,Terra Alta,1507961,PA,209,171.5,0.0,22.4,15.1,0.0,0.0,0.0,100
