Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2019,Incremento20182019,Floresta2019,Nuvem2019,NaoObservado2019,NaoFloresta2019,Hidrografia2019,Soma 
 16,-1.91814,-53.45330,S 1 55 5.30,O 53 27 11.88,Prainha,1506005,PA,14785,1981.1,74.3,8087.4,201.0,0.0,2964.4,1551.1,100
 17,-5.52503,-49.94418,S 5 31 30.11,O 49 56 39.05,Marabá,1504208,PA,15161,8794.8,68.0,6234.8,9.2,0.0,36.2,86.0,99
 18,-2.81346,-55.58935,S 2 48 48.46,O 55 35 21.66,Santarém,1506807,PA,22890,4869.9,65.4,13213.1,255.7,0.0,663.5,3887.8,100
 19,-3.76278,-56.01333,S 3 45 46.01,O 56 0 47.99,Aveiro,1501006,PA,17089,1363.8,45.0,14801.6,186.2,0.0,18.4,719.0,100
 20,-8.50875,-51.37212,S 8 30 31.50,O 51 22 19.63,Cumaru do Norte,1502764,PA,17105,7411.4,43.7,8257.6,0.0,0.0,1436.0,0.0,100
 21,-2.16678,-52.59636,S 2 10 0.41,O 52 35 46.90,Porto de Moz,1505908,PA,17427,1158.0,41.8,9896.7,1782.9,0.0,3135.6,1453.8,99
 22,-5.07669,-49.89878,S 5 4 36.08,O 49 53 55.61,Itupiranga,1503705,PA,7901,4948.4,35.0,2787.4,47.7,0.0,5.6,111.9,99
 23,0.07317,-55.75937,N 0 4 23.41,O 55 45 33.73,Óbidos,1505106,PA,28031,1979.3,35.0,18188.7,1916.0,0.0,4595.5,1351.5,100
 24,-4.48141,-48.46332,S 4 28 53.08,O 48 27 47.95,Rondon do Pará,1506187,PA,8286,5631.4,34.2,2633.2,21.4,0.0,0.0,0.0,100
 25,-4.01828,-48.73253,S 4 1 5.81,O 48 43 57.11,Goianésia do Pará,1503093,PA,7048,3937.7,30.1,2618.8,10.2,0.0,0.0,481.3,100
 26,0.40528,-54.00657,N 0 24 19.01,O 54 0 23.65,Almeirim,1500503,PA,72964,1899.6,30.0,59268.1,8050.2,0.0,2715.5,1030.6,99
 27,-8.64175,-50.39224,S 8 38 30.30,O 50 23 32.06,Santa Maria das Barreiras,1506583,PA,10351,5984.4,28.6,1808.7,0.0,0.0,2508.9,49.0,99
 28,-2.53518,-49.05922,S 2 32 6.65,O 49 3 33.19,Moju,1504703,PA,9129,4458.3,28.0,3856.6,568.1,0.0,190.4,55.6,100
 29,-1.02109,-54.28681,S 1 1 15.92,O 54 17 12.52,Monte Alegre,1504802,PA,19516,4355.7,27.8,9210.6,3010.6,0.0,1799.4,1139.7,100
 30,-3.30359,-52.60961,S 3 18 12.92,O 52 36 34.60,Brasil Novo,1501725,PA,6368,2716.3,26.1,3560.4,86.3,0.0,0.1,4.9,100
 31,-3.12356,-47.40354,S 3 7 24.82,O 47 24 12.74,Paragominas,1505502,PA,19465,8817.7,25.9,8915.5,1688.7,0.0,7.1,36.0,100
 32,-9.27666,-50.54546,S 9 16 35.98,O 50 32 43.66,Santana do Araguaia,1506708,PA,11609,7274.9,23.3,3460.8,0.0,0.0,808.4,64.9,100
 33,-2.01070,-46.41077,S 2 0 38.52,O 46 24 38.77,Cachoeira do Piriá,1501956,PA,2465,1518.6,22.1,870.6,67.4,0.0,0.0,8.4,100
 34,0.26778,-57.52249,N 0 16 4.01,O 57 31 20.96,Oriximiná,1505304,PA,107782,1587.5,20.9,95039.0,5750.3,0.0,3636.6,1768.6,100
 35,-2.90336,-48.78385,S 2 54 12.10,O 48 47 1.86,Tailândia,1507953,PA,4451,2305.6,20.0,2102.8,42.6,0.0,0.0,0.0,99
 36,-3.80187,-47.54701,S 3 48 6.73,O 47 32 49.24,Ulianópolis,1508126,PA,5122,3564.7,18.3,1514.6,42.7,0.0,0.0,0.0,99
 37,-2.03379,-48.31904,S 2 2 1.64,O 48 19 8.54,Acará,1500206,PA,4361,2421.3,18.3,1819.4,6.5,0.0,43.3,70.5,100
 38,-0.30798,-55.15106,S 0 18 28.73,O 55 9 3.82,Alenquer,1500404,PA,22286,1506.8,17.9,14864.6,2848.6,0.0,2476.4,589.6,100
 39,-7.48419,-51.51165,S 7 29 3.08,O 51 30 41.94,Ourilândia do Norte,1505437,PA,14357,1738.4,16.6,9445.6,0.0,0.0,3169.4,3.6,100
 40,-2.64774,-56.23691,S 2 38 51.86,O 56 14 12.88,Juruti,1503903,PA,8308,1221.5,16.4,5273.5,70.7,0.0,633.3,1109.0,99
 41,-2.66028,-48.25818,S 2 39 37.01,O 48 15 29.45,Tomé-Açu,1508001,PA,5169,3021.3,13.6,2142.2,5.0,0.0,0.1,0.4,100
 42,-4.20041,-47.82354,S 4 12 1.48,O 47 49 24.74,Dom Eliseu,1502939,PA,5296,3513.1,13.2,1769.3,13.6,0.0,0.0,0.0,100
 43,-1.78297,-55.10334,S 1 46 58.69,O 55 6 12.02,Curuá,1502855,PA,1430,368.6,11.1,321.7,0.0,0.0,272.6,467.1,100
 44,-6.76170,-50.32800,S 6 45 42.12,O 50 19 40.80,Água Azul do Norte,1500347,PA,7125,4674.0,9.7,2323.1,0.0,0.0,127.9,0.0,99
 45,-3.75686,-49.46757,S 3 45 24.70,O 49 28 3.25,Breu Branco,1501782,PA,3953,2840.5,9.4,836.2,12.5,0.0,0.9,262.9,99
 46,-1.09331,-46.26696,S 1 5 35.92,O 46 16 1.06,Viseu,1508308,PA,4971,3493.4,9.4,1252.6,92.3,0.0,45.4,87.3,100
 47,-8.20672,-49.54786,S 8 12 24.19,O 49 32 52.30,Conceição do Araguaia,1502707,PA,5847,3101.2,8.9,753.9,0.0,0.0,1874.8,117.1,99
 48,-3.79728,-49.80670,S 3 47 50.21,O 49 48 24.12,Tucuruí,1508100,PA,2095,841.1,8.2,755.6,15.5,0.0,4.7,478.1,100
 49,-5.02798,-48.77112,S 5 1 40.73,O 48 46 16.03,Bom Jesus do Tocantins,1501576,PA,2827,1789.8,7.4,928.0,0.0,0.0,70.0,39.2,100
 50,-2.93713,-47.96702,S 2 56 13.67,O 47 58 1.27,Ipixuna do Pará,1503457,PA,5245,2793.9,7.4,2376.0,42.5,0.0,6.7,25.9,99
 51,-3.16791,-49.75057,S 3 10 4.48,O 49 45 2.05,Baião,1501204,PA,3768,1630.7,7.3,1381.8,44.2,0.0,475.4,235.9,100
 52,-3.19117,-51.87114,S 3 11 28.21,O 51 52 16.10,Vitória do Xingu,1508357,PA,3136,2003.4,7.3,975.8,7.3,0.0,0.1,149.4,99
 53,-5.01264,-49.20524,S 5 0 45.50,O 49 12 18.86,Nova Ipixuna,1504976,PA,1569,1169.9,6.1,182.7,0.0,0.0,122.6,93.8,99
 54,-7.36998,-50.10481,S 7 22 11.93,O 50 6 17.32,Rio Maria,1506161,PA,4122,3420.8,6.1,565.1,0.0,0.0,128.6,7.5,100
 55,-6.81334,-51.41284,S 6 48 48.02,O 51 24 46.22,Tucumã,1508084,PA,2513,2301.0,5.3,204.4,0.0,0.0,0.0,7.6,99
 56,-5.44170,-48.67711,S 5 26 30.12,O 48 40 37.60,São João do Araguaia,1507508,PA,1288,945.6,5.3,152.6,0.0,0.0,73.7,116.1,100
 57,-3.24702,-54.93686,S 3 14 49.27,O 54 56 12.70,Belterra,1501451,PA,4399,837.4,5.2,2953.0,3.1,0.0,0.0,605.5,99
 58,-1.12099,-51.49156,S 1 7 15.56,O 51 29 29.62,Gurupá,1503101,PA,8550,123.9,5.1,6114.5,497.2,0.0,517.1,1297.3,100
 59,-1.90481,-56.47418,S 1 54 17.32,O 56 28 27.05,Terra Santa,1507979,PA,1900,366.2,4.6,747.5,8.8,0.0,388.1,389.4,99
 60,-6.83358,-49.56823,S 6 50 0.89,O 49 34 5.63,Sapucaia,1507755,PA,1300,1170.7,4.6,129.3,0.0,0.0,0.0,0.0,100
 61,-6.19825,-50.43010,S 6 11 53.70,O 50 25 48.36,Parauapebas,1505536,PA,6968,1331.7,4.5,5422.6,126.3,0.0,85.6,1.8,100
 62,-2.39441,-46.79100,S 2 23 39.88,O 46 47 27.60,Nova Esperança do Piriá,1504950,PA,2829,1576.2,4.4,918.1,334.7,0.0,0.0,0.0,100
 63,-4.96265,-48.39406,S 4 57 45.54,O 48 23 38.62,Abel Figueiredo,1500131,PA,616,571.9,4.2,42.6,1.5,0.0,0.0,0.0,100
 64,-4.59252,-49.20947,S 4 35 33.07,O 49 12 34.09,Jacundá,1503804,PA,2013,1482.0,3.7,266.7,0.0,0.0,0.0,264.3,100
 65,-6.12012,-49.26085,S 6 7 12.43,O 49 15 39.06,Eldorado dos Carajás,1502954,PA,2968,2758.3,3.5,209.7,0.0,0.0,0.0,0.0,100
 66,-7.55246,-49.60538,S 7 33 8.86,O 49 36 19.37,Floresta do Araguaia,1503044,PA,3454,1925.1,3.1,305.8,0.0,0.0,1177.7,45.4,100
 67,-6.25014,-49.69278,S 6 15 0.50,O 49 41 34.01,Curionópolis,1502772,PA,2375,2064.5,2.7,305.9,0.0,0.0,4.6,0.0,100
 68,-2.38582,-49.92558,S 2 23 8.95,O 49 55 32.09,Oeiras do Pará,1505205,PA,3863,785.5,2.7,2220.2,185.6,0.0,377.7,294.0,99
 69,-1.53536,-51.06862,S 1 32 7.30,O 51 4 7.03,Melgaço,1504505,PA,6781,168.3,2.6,5835.4,84.6,0.0,166.3,526.4,100
 70,-7.47905,-50.67811,S 7 28 44.58,O 50 40 41.20,Bannach,1501253,PA,2964,2197.0,2.4,704.5,0.0,0.0,62.5,0.0,100
 71,-2.48368,-50.18049,S 2 29 1.25,O 50 10 49.76,Bagre,1501105,PA,4403,212.3,2.3,3361.9,510.5,0.0,61.5,256.8,99
 72,-0.77509,-47.26758,S 0 46 30.32,O 47 16 3.29,São João de Pirabas,1507474,PA,703,212.7,2.0,304.7,91.3,0.0,12.9,81.4,100
 73,-6.55226,-48.99483,S 6 33 8.14,O 48 59 41.39,Piçarra,1505635,PA,3322,2930.6,2.0,327.5,0.0,0.0,0.0,63.9,100
 74,-1.15638,-50.43788,S 1 9 22.97,O 50 26 16.37,Breves,1501808,PA,9572,546.6,1.8,7845.2,71.1,0.0,86.2,1022.9,99
 75,-1.56776,-50.04488,S 1 34 3.94,O 50 2 41.57,Curralinho,1502806,PA,3626,205.3,1.7,2553.0,255.6,0.0,241.5,370.6,99
 76,-2.06616,-47.25773,S 2 3 58.18,O 47 15 27.83,Capitão Poço,1502301,PA,2924,2577.8,1.6,241.6,100.8,0.0,2.0,1.8,100
 77,-0.80608,-47.47954,S 0 48 21.89,O 47 28 46.34,Maracanã,1504307,PA,860,331.2,1.6,342.6,31.6,0.0,33.2,121.4,100
 78,-6.16889,-48.75597,S 6 10 8.00,O 48 45 21.49,São Geraldo do Araguaia,1507458,PA,3181,2505.0,1.5,332.7,0.0,0.0,314.1,29.2,100
 79,-5.68166,-48.73065,S 5 40 53.98,O 48 43 50.34,São Domingos do Araguaia,1507151,PA,1397,1297.1,1.5,99.9,0.0,0.0,0.0,0.0,100
 80,-7.72486,-50.13413,S 7 43 29.50,O 50 8 2.87,Pau D'Arco,1505551,PA,1674,940.7,1.4,321.6,0.0,0.0,411.7,0.0,99
 81,-2.26004,-47.70690,S 2 15 36.14,O 47 42 24.84,Aurora do Pará,1500958,PA,1824,1562.8,1.3,242.6,1.3,0.0,0.0,17.3,100
 82,-8.05636,-50.21305,S 8 3 22.90,O 50 12 46.98,Redenção,1506138,PA,3830,2664.5,1.3,460.5,0.0,0.0,705.0,0.0,99
 83,-0.70803,-47.35142,S 0 42 28.91,O 47 21 5.11,Salinópolis,1506203,PA,219,34.3,1.2,117.0,36.3,0.0,10.5,20.9,99
 84,-1.27265,-48.50024,S 1 16 21.54,O 48 30 0.86,Belém,1501402,PA,1070,252.0,1.2,195.9,33.7,0.0,7.1,581.3,100
 85,-5.76373,-48.49835,S 5 45 49.43,O 48 29 54.06,Brejo Grande do Araguaia,1501758,PA,1292,1072.1,1.2,163.4,0.0,0.0,29.8,26.7,100
 86,-1.10869,-57.80093,S 1 6 31.28,O 57 48 3.35,Faro,1503002,PA,11794,250.9,1.2,11236.0,38.4,0.0,87.6,181.1,100
 87,-6.84864,-49.25551,S 6 50 55.10,O 49 15 19.84,Xinguara,1508407,PA,3793,3381.1,1.2,394.3,0.0,0.0,0.0,17.6,100
 88,-5.90983,-48.35503,S 5 54 35.39,O 48 21 18.11,Palestina do Pará,1505494,PA,985,828.7,1.2,130.4,0.0,0.0,0.3,25.6,99
 89,-6.48129,-50.03153,S 6 28 52.64,O 50 1 53.51,Canaã dos Carajás,1502152,PA,3156,1746.2,1.2,1289.7,14.4,0.0,105.6,0.1,100
 90,-2.07583,-49.08754,S 2 4 32.99,O 49 5 15.14,Igarapé-Miri,1503309,PA,2004,483.1,0.8,737.5,258.3,0.0,203.3,321.8,100
 91,-0.70617,-47.85268,S 0 42 22.21,O 47 51 9.65,Curuçá,1502905,PA,675,275.3,0.7,321.7,8.1,0.0,0.9,69.0,99
 92,-2.22129,-47.08493,S 2 13 16.64,O 47 5 5.75,Garrafão do Norte,1503077,PA,1610,1437.4,0.6,141.5,31.1,0.0,0.0,0.0,100
 93,-1.92729,-47.75973,S 1 55 38.24,O 47 45 35.03,São Domingos do Capim,1507201,PA,1686,1355.7,0.5,279.2,0.0,0.0,15.2,35.9,100
 94,-0.86850,-47.96322,S 0 52 6.60,O 47 57 47.59,São João da Ponta,1507466,PA,197,110.7,0.5,73.1,0.2,0.0,1.7,11.3,99
 95,-1.19187,-48.23730,S 1 11 30.73,O 48 14 14.28,Santa Bárbara do Pará,1506351,PA,279,160.7,0.4,98.7,0.0,0.0,0.0,19.6,100
 96,-0.79152,-49.99786,S 0 47 29.47,O 49 59 52.30,Anajás,1500701,PA,6940,177.4,0.4,5980.5,436.2,0.0,209.1,136.8,100
 97,-0.92904,-46.93052,S 0 55 44.54,O 46 55 49.87,Tracuateua,1508035,PA,858,469.7,0.4,151.6,27.1,0.0,188.8,20.8,99
 98,-1.73866,-48.85524,S 1 44 19.18,O 48 51 18.86,Abaetetuba,1500107,PA,1617,697.2,0.3,422.4,70.2,0.0,13.6,413.6,100
 99,-1.87841,-47.97492,S 1 52 42.28,O 47 58 29.71,Concórdia do Pará,1502756,PA,695,613.7,0.3,81.0,0.0,0.0,0.0,0.3,99
 100,0.01942,-49.88506,N 0 1 9.91,O 49 53 6.22,Chaves,1502509,PA,13116,99.8,0.3,3561.0,457.3,0.0,5236.2,3761.7,100
 101,-1.48763,-47.12672,S 1 29 15.47,O 47 7 36.19,Ourém,1505403,PA,565,500.5,0.3,35.1,27.7,0.0,1.4,0.3,99
 102,-0.81267,-48.58165,S 0 48 45.61,O 48 34 53.94,Salvaterra,1506302,PA,1048,117.1,0.3,151.9,46.0,0.0,433.3,299.7,100
 103,-1.26528,-47.93713,S 1 15 55.01,O 47 56 13.67,Castanhal,1502400,PA,1034,906.4,0.2,126.5,0.0,0.0,0.0,1.1,100
 104,-0.90151,-47.34586,S 0 54 5.44,O 47 20 45.10,Santarém Novo,1506906,PA,230,149.1,0.2,59.5,10.7,0.0,1.9,8.8,100
 105,-0.95528,-46.65764,S 0 57 19.01,O 46 39 27.50,Bragança,1501709,PA,2107,1725.0,0.2,244.9,43.3,0.0,37.6,56.2,100
 106,-1.45522,-47.89865,S 1 27 18.79,O 47 53 55.14,Inhangapi,1503408,PA,476,327.9,0.2,116.1,0.0,0.0,6.8,25.2,100
 107,-0.91777,-48.11811,S 0 55 3.97,O 48 7 5.20,Vigia,1508209,PA,536,219.5,0.2,138.7,0.0,0.0,16.4,161.4,100
 108,-0.82105,-47.63978,S 0 49 15.78,O 47 38 23.21,Magalhães Barata,1504109,PA,326,164.0,0.2,127.1,5.0,0.0,2.3,27.6,100
 109,-1.72515,-46.89921,S 1 43 30.54,O 46 53 57.16,Santa Luzia do Pará,1506559,PA,1367,1250.7,0.2,105.1,11.2,0.0,0.0,0.0,99
 110,-0.82301,-48.03573,S 0 49 22.84,O 48 2 8.63,São Caetano de Odivelas,1507102,PA,752,234.8,0.2,194.7,0.2,0.0,8.8,313.5,100
 111,-0.99347,-47.84850,S 0 59 36.49,O 47 50 54.60,Terra Alta,1507961,PA,209,172.5,0.2,36.5,0.0,0.0,0.0,0.0,100
 112,-1.55275,-47.62771,S 1 33 9.90,O 47 37 39.76,São Miguel do Guamá,1507607,PA,1117,890.9,0.2,174.0,4.7,0.0,15.2,32.2,100
 113,-1.65367,-48.05474,S 1 39 13.21,O 48 3 17.06,Bujaru,1501907,PA,1010,666.8,0.2,272.1,0.0,0.0,11.8,59.3,100
 114,-2.28082,-49.51546,S 2 16 50.95,O 49 30 55.66,Cametá,1502103,PA,3090,1118.6,0.1,513.0,352.2,0.0,657.9,448.3,100
 115,-1.83573,-47.39886,S 1 50 8.63,O 47 23 55.90,Irituia,1503507,PA,1387,1216.7,0.1,134.5,15.3,0.0,17.2,3.3,99
 116,-0.23850,-50.74083,S 0 14 18.60,O 50 44 26.99,Afuá,1500305,PA,8382,29.2,0.1,4925.3,400.2,0.0,286.7,2740.6,100
 117,-1.39704,-48.32114,S 1 23 49.34,O 48 19 16.10,Marituba,1504422,PA,103,66.0,0.1,29.8,0.0,0.0,0.0,7.2,99
 118,-1.18797,-47.12751,S 1 11 16.69,O 47 7 39.04,Capanema,1502202,PA,619,518.6,0.1,24.7,43.8,0.0,29.5,2.4,100
 119,-1.43102,-49.60420,S 1 25 51.67,O 49 36 15.12,São Sebastião da Boa Vista,1507706,PA,1636,124.1,0.1,1077.1,143.8,0.0,175.1,115.9,100
 120,-2.54950,-49.35737,S 2 32 58.20,O 49 21 26.53,Mocajuba,1504604,PA,872,493.7,0.1,120.9,14.3,0.0,168.2,74.9,99
 121,-1.36009,-48.26134,S 1 21 36.32,O 48 15 40.82,Benevides,1501501,PA,189,125.4,0.1,55.3,0.0,0.0,0.0,8.3,100
 122,-1.44539,-48.63703,S 1 26 43.40,O 48 38 13.31,Barcarena,1501303,PA,1316,334.1,0.1,308.2,144.1,0.0,1.9,527.7,100
 123,-1.88563,-49.49551,S 1 53 8.27,O 49 29 43.84,Limoeiro do Ajuru,1504000,PA,1494,62.1,0.0,455.5,417.7,0.0,50.9,507.8,100
 124,-1.34293,-48.39038,S 1 20 34.55,O 48 23 25.37,Ananindeua,1500800,PA,185,87.3,0.0,73.1,6.2,0.0,0.0,18.4,99
 125,-0.99609,-46.42827,S 0 59 45.92,O 46 25 41.77,Augusto Corrêa,1500909,PA,1100,728.8,0.0,194.3,95.9,0.0,4.7,76.3,100
 126,-1.39347,-47.31005,S 1 23 36.49,O 47 18 36.18,Bonito,1501600,PA,590,544.0,0.0,34.6,11.4,0.0,0.0,0.0,99
 127,-0.81338,-48.95588,S 0 48 48.17,O 48 57 21.17,Cachoeira do Arari,1502004,PA,3115,73.7,0.0,260.0,47.9,0.0,2267.7,465.7,100
 128,-0.89755,-48.27572,S 0 53 51.18,O 48 16 32.59,Colares,1502608,PA,612,90.7,0.0,132.7,0.1,0.0,15.9,372.6,100
 129,-1.17423,-47.57619,S 1 10 27.23,O 47 34 34.28,Igarapé-Açu,1503200,PA,789,688.5,0.0,82.7,10.6,0.0,6.0,1.2,99
 130,-1.98969,-47.50665,S 1 59 22.88,O 47 30 23.94,Mãe do Rio,1504059,PA,471,449.9,0.0,19.3,0.4,0.0,0.0,1.4,99
 131,-0.80045,-47.75464,S 0 48 1.62,O 47 45 16.70,Marapanim,1504406,PA,795,404.3,0.0,238.3,61.9,0.0,41.6,48.9,100
 132,-1.31435,-49.34437,S 1 18 51.66,O 49 20 39.73,Muaná,1504901,PA,3776,100.9,0.0,1208.6,619.5,0.0,1361.3,485.7,99
 133,-1.16917,-47.40530,S 1 10 9.01,O 47 24 19.08,Nova Timboteua,1505007,PA,492,379.2,0.0,60.4,28.9,0.0,19.5,4.0,99
 134,-1.12505,-47.27210,S 1 7 30.18,O 47 16 19.56,Peixe-Boi,1505601,PA,454,363.7,0.0,36.9,32.6,0.0,17.1,3.7,100
 135,-1.10948,-49.06293,S 1 6 34.13,O 49 3 46.55,Ponta de Pedras,1505700,PA,3378,52.3,0.0,492.0,116.7,0.0,2254.4,462.6,99
 136,-0.93652,-47.15277,S 0 56 11.47,O 47 9 9.97,Primavera,1506104,PA,261,179.0,0.0,11.1,53.6,0.0,9.3,8.0,100
 137,-0.74831,-47.02402,S 0 44 53.92,O 47 1 26.47,Quatipuru,1506112,PA,326,82.1,0.0,107.7,52.6,0.0,24.9,58.7,100
 138,-0.55415,-49.32373,S 0 33 14.94,O 49 19 25.43,Santa Cruz do Arari,1506401,PA,1078,0.0,0.0,5.7,0.0,0.0,1044.1,28.2,100
 139,-1.36752,-48.12871,S 1 22 3.07,O 48 7 43.36,Santa Isabel do Pará,1506500,PA,720,537.8,0.0,157.3,0.0,0.0,4.1,20.8,99
 140,-1.36579,-47.53045,S 1 21 56.84,O 47 31 49.62,Santa Maria do Pará,1506609,PA,460,415.8,0.0,42.5,1.7,0.0,0.0,0.0,100
 141,-1.09607,-48.14127,S 1 5 45.85,O 48 8 28.57,Santo Antônio do Tauá,1507003,PA,540,325.1,0.0,111.2,0.0,0.0,6.8,96.9,99
 142,-1.20761,-47.74858,S 1 12 27.40,O 47 44 54.89,São Francisco do Pará,1507409,PA,480,418.1,0.0,60.3,0.2,0.0,1.3,0.1,99
 143,-0.53599,-48.67721,S 0 32 9.56,O 48 40 37.96,Soure,1507904,PA,3528,35.3,0.0,219.1,39.8,0.0,2502.9,730.9,99
