geocodigo,var,kwh_total,n_uc_total,superficies_hidrica_ha,urban_area_ha,fires_ha,temp_urbana_c,pop,df_km2,pib_rpt_2020
1505031,superficies_hidrica_ha,0.6943108048947103,0.8741167847885185,1.0,0.6459111062894235,0.6944124835686089,-0.564331607317221,0.9055026163919004,0.6829522608123274,0.782064436258202
1505031,urban_area_ha,0.5247351689183429,0.5796319332952371,0.6459111062894235,1.0,0.47047386852989387,-0.43421336182074227,0.41917244878471965,0.1579206328946762,0.5759567481155611
1505031,fires_ha,0.6107143143138082,0.7572368164756266,0.6944124835686089,0.47047386852989387,1.0,-0.3231758988435127,0.43134839003929015,0.35701510817687465,0.8004214268821339
1505031,temp_urbana_c,-0.7973346280503106,-0.6850857341314612,-0.564331607317221,-0.43421336182074227,-0.3231758988435127,1.0,-0.7195256530451671,-0.472734232435407,-0.74440416254747
1505031,pop,0.6830795295757016,0.7934936211463205,0.9055026163919004,0.41917244878471965,0.43134839003929015,-0.7195256530451671,1.0,0.7545114334958171,0.6911374941060315
1505031,df_km2,0.52848477878249,0.6299367092989843,0.6829522608123274,0.1579206328946762,0.35701510817687465,-0.472734232435407,0.7545114334958171,1.0,0.5528791803592593
1505031,pib_rpt_2020,0.9597280097013243,0.9695446107917411,0.782064436258202,0.5759567481155611,0.8004214268821339,-0.74440416254747,0.6911374941060315,0.5528791803592593,1.0
1505064,kwh_total,1.0,0.6348441657792601,-0.18766446420983243,0.30941001500955534,0.3951395858191869,-0.10112061106319134,0.44353774341009206,0.6984896237983956,0.8570203335539617
1505064,n_uc_total,0.6348441657792601,1.0,-0.23432399072950358,0.42542996132946254,0.5630767731644599,-0.09985233561069332,0.9455203269131236,0.44292735099597785,0.908024268933354
1505064,superficies_hidrica_ha,-0.18766446420983243,-0.23432399072950358,1.0,0.1649440251901959,-0.6150850535933933,-0.5317464590646528,-0.2278482744202891,-0.1325048993216099,-0.28329283037736075
1505064,urban_area_ha,0.30941001500955534,0.42542996132946254,0.1649440251901959,1.0,0.30161606714804745,-0.5187733821748108,0.47865398082435096,0.5553895970010484,0.4258502621985214
1505064,fires_ha,0.3951395858191869,0.5630767731644599,-0.6150850535933933,0.30161606714804745,1.0,0.11254127433096227,0.4411265462240018,0.016369431850017938,0.48390599160158543
1505064,temp_urbana_c,-0.10112061106319134,-0.09985233561069332,-0.5317464590646528,-0.5187733821748108,0.11254127433096227,1.0,-0.0042953446058560584,-0.049040149373678815,0.020079163705436543
1505064,pop,0.44353774341009206,0.9455203269131236,-0.2278482744202891,0.47865398082435096,0.4411265462240018,-0.0042953446058560584,1.0,0.48192892347690663,0.8349473006304712
1505064,df_km2,0.6984896237983956,0.44292735099597785,-0.1325048993216099,0.5553895970010484,0.016369431850017938,-0.049040149373678815,0.48192892347690663,1.0,0.7172777130805492
1505064,pib_rpt_2020,0.8570203335539617,0.908024268933354,-0.28329283037736075,0.4258502621985214,0.48390599160158543,0.020079163705436543,0.8349473006304712,0.7172777130805492,1.0
1505106,kwh_total,1.0,0.8369460399659443,-0.7333777496073735,0.29126251890183014,-0.7993323423700602,-0.8411259993399881,0.7222301773044872,0.47539954712336796,0.729434535756242
1505106,n_uc_total,0.8369460399659443,1.0,-0.35811682486522584,0.49982387835357056,-0.5012901903583816,-0.876292917818565,0.9146614145459278,0.7470248724096337,0.8679598459189648
1505106,superficies_hidrica_ha,-0.7333777496073735,-0.35811682486522584,1.0,-0.2602319115986229,0.6963299401445742,0.5639324795425311,-0.28371557076531523,0.09322836428009891,-0.24059627026528388
1505106,urban_area_ha,0.29126251890183014,0.49982387835357056,-0.2602319115986229,1.0,0.2589212105447961,-0.45913952499667676,0.4022432243463439,0.4212792826288363,0.36540452525215494
1505106,fires_ha,-0.7993323423700602,-0.5012901903583816,0.6963299401445742,0.2589212105447961,1.0,0.5682246551288102,-0.44690891220843953,-0.07186981449908122,-0.4766676705151956
1505106,temp_urbana_c,-0.8411259993399881,-0.876292917818565,0.5639324795425311,-0.45913952499667676,0.5682246551288102,1.0,-0.9442736470696125,-0.7224023909071395,-0.841514080902796
1505106,pop,0.7222301773044872,0.9146614145459278,-0.28371557076531523,0.4022432243463439,-0.44690891220843953,-0.9442736470696125,1.0,0.8365670763432622,0.8718208197771221
1505106,df_km2,0.47539954712336796,0.7470248724096337,0.09322836428009891,0.4212792826288363,-0.07186981449908122,-0.7224023909071395,0.8365670763432622,1.0,0.8386039045338199
1505106,pib_rpt_2020,0.729434535756242,0.8679598459189648,-0.24059627026528388,0.36540452525215494,-0.4766676705151956,-0.841514080902796,0.8718208197771221,0.8386039045338199,1.0
1505205,kwh_total,1.0,0.4064980813415176,-0.37599236586427714,-0.2585742619440361,-0.4766080609209056,-0.28713639063890956,0.5536087250114736,-0.08266240499316664,0.5801331268682892
1505205,n_uc_total,0.4064980813415176,1.0,-0.6250538377385999,-0.40965445758576524,-0.4262553390693416,-0.3087170435742369,0.9847392045991186,0.022323658255937132,0.01683603961296477
1505205,superficies_hidrica_ha,-0.37599236586427714,-0.6250538377385999,1.0,0.547196675111234,-0.16347023263367672,-0.1154056455349473,-0.6577989662523452,-0.747788487370727,-0.6079041645080215
1505205,urban_area_ha,-0.2585742619440361,-0.40965445758576524,0.547196675111234,1.0,0.33528233240470556,0.027884092418344594,-0.403746833832099,-0.24784034138889866,-0.16391020989189176
1505205,fires_ha,-0.4766080609209056,-0.4262553390693416,-0.16347023263367672,0.33528233240470556,1.0,0.45421293426746373,-0.4518369980471538,0.7407517240272717,0.13347410895298115
1505205,temp_urbana_c,-0.28713639063890956,-0.3087170435742369,-0.1154056455349473,0.027884092418344594,0.45421293426746373,1.0,-0.3060351392597111,0.39646398222703116,0.2501102811257062
1505205,pop,0.5536087250114736,0.9847392045991186,-0.6577989662523452,-0.403746833832099,-0.4518369980471538,-0.3060351392597111,1.0,0.031080374786158438,0.1506315034928799
1505205,df_km2,-0.08266240499316664,0.022323658255937132,-0.747788487370727,-0.24784034138889866,0.7407517240272717,0.39646398222703116,0.031080374786158438,1.0,0.5455138878453113
1505205,pib_rpt_2020,0.5801331268682892,0.01683603961296477,-0.6079041645080215,-0.16391020989189176,0.13347410895298115,0.2501102811257062,0.1506315034928799,0.5455138878453113,1.0
1505304,kwh_total,1.0,0.9596364517975319,-0.643872086679892,0.5917503339141047,-0.7054976563775076,-0.7295012154292215,0.8782791555999381,0.6339730129136585,0.6452178064036059
1505304,n_uc_total,0.9596364517975319,1.0,-0.5746188291092279,0.4901702091852254,-0.6885499863885085,-0.8196773233237097,0.9444786457243438,0.7245846882024839,0.6878072500983834
1505304,superficies_hidrica_ha,-0.643872086679892,-0.5746188291092279,1.0,-0.06903458024910016,0.8294634551420985,0.33396069473580375,-0.4976810057974285,-0.35328999691582436,-0.5286265207679398
1505304,urban_area_ha,0.5917503339141047,0.4901702091852254,-0.06903458024910016,1.0,-0.363313339290155,-0.3832762505269159,0.40828024632004917,0.14698462347268007,0.0978303937309117
1505304,fires_ha,-0.7054976563775076,-0.6885499863885085,0.8294634551420985,-0.363313339290155,1.0,0.6771721848328092,-0.7266622632969909,-0.6343642832872775,-0.684305873654554
1505304,temp_urbana_c,-0.7295012154292215,-0.8196773233237097,0.33396069473580375,-0.3832762505269159,0.6771721848328092,1.0,-0.9532828056673928,-0.9381299092560522,-0.7310306797755654
1505304,pop,0.8782791555999381,0.9444786457243438,-0.4976810057974285,0.40828024632004917,-0.7266622632969909,-0.9532828056673928,1.0,0.9056272124633435,0.8060352575802632
1505304,df_km2,0.6339730129136585,0.7245846882024839,-0.35328999691582436,0.14698462347268007,-0.6343642832872775,-0.9381299092560522,0.9056272124633435,1.0,0.8801726318439892
1505304,pib_rpt_2020,0.6452178064036059,0.6878072500983834,-0.5286265207679398,0.0978303937309117,-0.684305873654554,-0.7310306797755654,0.8060352575802632,0.8801726318439892,1.0
1505403,kwh_total,1.0,0.3202334461664195,-0.8670824064656717,-0.14774722618772662,-0.08819911207843498,0.5112240625350747,0.28800181459120094,0.574979396955268,0.5133542438009441
1505403,n_uc_total,0.3202334461664195,1.0,-0.29868800499339765,-0.41769337874403084,-0.8559303524418962,-0.48450174294342685,0.9911791506093559,0.10048429677893873,0.7808504341860868
1505403,superficies_hidrica_ha,-0.8670824064656717,-0.29868800499339765,1.0,-0.17801846921906828,0.19375958423909487,-0.3428822690038291,-0.30917189381541743,-0.17560793884426837,-0.2540352787464705
1505403,urban_area_ha,-0.14774722618772662,-0.41769337874403084,-0.17801846921906828,1.0,0.4588173816724059,0.24998819701620584,-0.3934003402008278,-0.1849288270820256,-0.5030630839435751
1505403,fires_ha,-0.08819911207843498,-0.8559303524418962,0.19375958423909487,0.4588173816724059,1.0,0.7282571854317543,-0.8948281258143519,0.2590868769095653,-0.40022097038364596
1505403,temp_urbana_c,0.5112240625350747,-0.48450174294342685,-0.3428822690038291,0.24998819701620584,0.7282571854317543,1.0,-0.5026856144876286,0.4621271686412991,-0.059535475791684826
1505403,pop,0.28800181459120094,0.9911791506093559,-0.30917189381541743,-0.3934003402008278,-0.8948281258143519,-0.5026856144876286,1.0,0.001628160308338769,0.7040105707146066
1505403,df_km2,0.574979396955268,0.10048429677893873,-0.17560793884426837,-0.1849288270820256,0.2590868769095653,0.4621271686412991,0.001628160308338769,1.0,0.5364517716882847
1505403,pib_rpt_2020,0.5133542438009441,0.7808504341860868,-0.2540352787464705,-0.5030630839435751,-0.40022097038364596,-0.059535475791684826,0.7040105707146066,0.5364517716882847,1.0
