system:index,forest_area,rd,.geo
15044,44.22765,2.490695,"{""type"":""MultiPoint"",""coordinates"":[]}"
15045,16.595789,2.3498113,"{""type"":""MultiPoint"",""coordinates"":[]}"
15046,26.871986,2.2927217,"{""type"":""MultiPoint"",""coordinates"":[]}"
15047,24.189163,2.4678948,"{""type"":""MultiPoint"",""coordinates"":[]}"
15048,18.190115,2.5586603,"{""type"":""MultiPoint"",""coordinates"":[]}"
15049,12.07734,1.9482377,"{""type"":""MultiPoint"",""coordinates"":[]}"
15050,32.795433,2.0118577,"{""type"":""MultiPoint"",""coordinates"":[]}"
15051,19.0713,2.1407542,"{""type"":""MultiPoint"",""coordinates"":[]}"
15052,24.613493,2.556491,"{""type"":""MultiPoint"",""coordinates"":[]}"
15053,11.362277,2.16306,"{""type"":""MultiPoint"",""coordinates"":[]}"
15054,11.826533,1.8250682,"{""type"":""MultiPoint"",""coordinates"":[]}"
15055,17.696798,2.072689,"{""type"":""MultiPoint"",""coordinates"":[]}"
15056,34.009426,2.204279,"{""type"":""MultiPoint"",""coordinates"":[]}"
15057,37.60708,1.9878075,"{""type"":""MultiPoint"",""coordinates"":[]}"
15058,12.581156,1.9492943,"{""type"":""MultiPoint"",""coordinates"":[]}"
15059,14.371145,2.3024056,"{""type"":""MultiPoint"",""coordinates"":[]}"
15060,7.4238124,2.7179215,"{""type"":""MultiPoint"",""coordinates"":[]}"
15061,17.129738,2.6931188,"{""type"":""MultiPoint"",""coordinates"":[]}"
15062,27.051493,2.5029542,"{""type"":""MultiPoint"",""coordinates"":[]}"
15063,27.051493,2.4885678,"{""type"":""MultiPoint"",""coordinates"":[]}"
15064,17.646095,2.3366625,"{""type"":""MultiPoint"",""coordinates"":[]}"
15065,28.801188,1.7255095,"{""type"":""MultiPoint"",""coordinates"":[]}"
15066,98.64279,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15067,95.19017,0.016831778,"{""type"":""MultiPoint"",""coordinates"":[]}"
15068,96.75235,0.028266225,"{""type"":""MultiPoint"",""coordinates"":[]}"
15069,82.81025,0.03772557,"{""type"":""MultiPoint"",""coordinates"":[]}"
15070,82.81025,0.028936291,"{""type"":""MultiPoint"",""coordinates"":[]}"
15071,82.81025,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15072,98.871864,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15073,98.46245,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15074,98.29946,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15075,98.26384,0.092547745,"{""type"":""MultiPoint"",""coordinates"":[]}"
15076,97.80857,0.09509669,"{""type"":""MultiPoint"",""coordinates"":[]}"
15077,97.021805,0.04485901,"{""type"":""MultiPoint"",""coordinates"":[]}"
15078,97.28359,0.04417094,"{""type"":""MultiPoint"",""coordinates"":[]}"
15079,98.80984,0.0737437,"{""type"":""MultiPoint"",""coordinates"":[]}"
15080,98.80984,0.057003867,"{""type"":""MultiPoint"",""coordinates"":[]}"
15081,97.956635,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15082,97.956635,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15083,90.93541,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15084,96.93666,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15085,96.93666,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15086,92.40304,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15087,86.77285,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15088,81.017006,0.09765675,"{""type"":""MultiPoint"",""coordinates"":[]}"
15089,94.25528,0.2967937,"{""type"":""MultiPoint"",""coordinates"":[]}"
15090,95.68248,0.14296392,"{""type"":""MultiPoint"",""coordinates"":[]}"
15091,95.68248,0.0014408637,"{""type"":""MultiPoint"",""coordinates"":[]}"
15092,95.68248,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15093,98.86297,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15094,98.82291,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15095,98.82291,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15096,98.82824,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15097,98.19535,0.003325661,"{""type"":""MultiPoint"",""coordinates"":[]}"
15098,97.99254,0.025120247,"{""type"":""MultiPoint"",""coordinates"":[]}"
15099,94.138336,0.015699498,"{""type"":""MultiPoint"",""coordinates"":[]}"
15100,96.503654,0.018080534,"{""type"":""MultiPoint"",""coordinates"":[]}"
15101,98.90545,0.05683775,"{""type"":""MultiPoint"",""coordinates"":[]}"
15102,98.70628,0.01567092,"{""type"":""MultiPoint"",""coordinates"":[]}"
15103,98.57278,0.0047554295,"{""type"":""MultiPoint"",""coordinates"":[]}"
15104,97.55306,0.16473958,"{""type"":""MultiPoint"",""coordinates"":[]}"
15105,67.56954,0.18156724,"{""type"":""MultiPoint"",""coordinates"":[]}"
15106,90.81363,0.043193966,"{""type"":""MultiPoint"",""coordinates"":[]}"
15107,97.9249,0.034308,"{""type"":""MultiPoint"",""coordinates"":[]}"
15108,97.75669,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15109,98.132065,0.04761946,"{""type"":""MultiPoint"",""coordinates"":[]}"
15110,98.84605,0.04775819,"{""type"":""MultiPoint"",""coordinates"":[]}"
15111,93.47706,0.0034077065,"{""type"":""MultiPoint"",""coordinates"":[]}"
15112,91.29696,0.039139062,"{""type"":""MultiPoint"",""coordinates"":[]}"
15113,98.900406,0.10250119,"{""type"":""MultiPoint"",""coordinates"":[]}"
15114,97.299225,0.16306539,"{""type"":""MultiPoint"",""coordinates"":[]}"
15115,67.915504,0.18667622,"{""type"":""MultiPoint"",""coordinates"":[]}"
15116,60.283638,0.3394269,"{""type"":""MultiPoint"",""coordinates"":[]}"
15117,87.28137,0.6116388,"{""type"":""MultiPoint"",""coordinates"":[]}"
15118,97.35078,0.65429723,"{""type"":""MultiPoint"",""coordinates"":[]}"
15119,98.796234,0.34079555,"{""type"":""MultiPoint"",""coordinates"":[]}"
15120,196.82417,0.054887604,"{""type"":""MultiPoint"",""coordinates"":[]}"
15121,196.82417,0.0033912656,"{""type"":""MultiPoint"",""coordinates"":[]}"
15122,98.77395,0.0033912656,"{""type"":""MultiPoint"",""coordinates"":[]}"
15123,98.787926,0.018939352,"{""type"":""MultiPoint"",""coordinates"":[]}"
15124,98.569786,0.002373354,"{""type"":""MultiPoint"",""coordinates"":[]}"
15125,98.79149,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15126,98.79149,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15127,98.79149,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15128,95.62893,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15129,97.73647,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15130,97.73647,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15131,98.33577,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15132,189.20346,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15133,189.20346,0.0055288714,"{""type"":""MultiPoint"",""coordinates"":[]}"
15134,95.21582,0.024166968,"{""type"":""MultiPoint"",""coordinates"":[]}"
15135,95.21582,0.025006698,"{""type"":""MultiPoint"",""coordinates"":[]}"
15136,94.9291,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15137,98.35739,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15138,97.9639,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15139,96.19715,0.03850493,"{""type"":""MultiPoint"",""coordinates"":[]}"
15140,97.70747,0.08907906,"{""type"":""MultiPoint"",""coordinates"":[]}"
15141,98.4327,0.033573326,"{""type"":""MultiPoint"",""coordinates"":[]}"
15142,98.09291,0.07287125,"{""type"":""MultiPoint"",""coordinates"":[]}"
15143,98.357605,0.081317835,"{""type"":""MultiPoint"",""coordinates"":[]}"
15144,77.759735,0.23068392,"{""type"":""MultiPoint"",""coordinates"":[]}"
15145,52.747063,0.9101261,"{""type"":""MultiPoint"",""coordinates"":[]}"
15146,47.66499,1.5098186,"{""type"":""MultiPoint"",""coordinates"":[]}"
15147,23.360806,1.930376,"{""type"":""MultiPoint"",""coordinates"":[]}"
15148,18.840094,2.387049,"{""type"":""MultiPoint"",""coordinates"":[]}"
15149,16.300726,2.3519723,"{""type"":""MultiPoint"",""coordinates"":[]}"
15150,8.572008,2.4293315,"{""type"":""MultiPoint"",""coordinates"":[]}"
15151,16.246225,2.423412,"{""type"":""MultiPoint"",""coordinates"":[]}"
15152,20.92384,2.2586465,"{""type"":""MultiPoint"",""coordinates"":[]}"
15153,24.084011,2.158345,"{""type"":""MultiPoint"",""coordinates"":[]}"
15154,35.21473,2.1477036,"{""type"":""MultiPoint"",""coordinates"":[]}"
15155,44.059834,2.1375647,"{""type"":""MultiPoint"",""coordinates"":[]}"
15156,29.678875,2.4250426,"{""type"":""MultiPoint"",""coordinates"":[]}"
15157,46.886826,2.5827832,"{""type"":""MultiPoint"",""coordinates"":[]}"
15158,26.74158,2.403714,"{""type"":""MultiPoint"",""coordinates"":[]}"
15159,39.740395,1.9022052,"{""type"":""MultiPoint"",""coordinates"":[]}"
15160,24.77646,1.6802276,"{""type"":""MultiPoint"",""coordinates"":[]}"
15161,40.64196,2.1238053,"{""type"":""MultiPoint"",""coordinates"":[]}"
15162,25.46951,2.1857305,"{""type"":""MultiPoint"",""coordinates"":[]}"
15163,23.252224,2.3318405,"{""type"":""MultiPoint"",""coordinates"":[]}"
15164,20.567242,2.0732474,"{""type"":""MultiPoint"",""coordinates"":[]}"
15165,20.951471,1.7327906,"{""type"":""MultiPoint"",""coordinates"":[]}"
15166,38.545452,1.565042,"{""type"":""MultiPoint"",""coordinates"":[]}"
15167,61.15948,1.6831694,"{""type"":""MultiPoint"",""coordinates"":[]}"
15168,47.326756,1.7191849,"{""type"":""MultiPoint"",""coordinates"":[]}"
15169,11.461295,1.6035047,"{""type"":""MultiPoint"",""coordinates"":[]}"
15170,12.060536,1.3961002,"{""type"":""MultiPoint"",""coordinates"":[]}"
15171,13.205215,1.417015,"{""type"":""MultiPoint"",""coordinates"":[]}"
15172,13.371641,1.6029774,"{""type"":""MultiPoint"",""coordinates"":[]}"
15173,30.579227,1.7553886,"{""type"":""MultiPoint"",""coordinates"":[]}"
15174,10.325479,2.1115963,"{""type"":""MultiPoint"",""coordinates"":[]}"
15175,19.967308,2.5225048,"{""type"":""MultiPoint"",""coordinates"":[]}"
15176,22.503721,2.4796653,"{""type"":""MultiPoint"",""coordinates"":[]}"
15177,13.640161,2.495882,"{""type"":""MultiPoint"",""coordinates"":[]}"
15178,26.492052,2.267372,"{""type"":""MultiPoint"",""coordinates"":[]}"
15179,52.06843,1.9760528,"{""type"":""MultiPoint"",""coordinates"":[]}"
15180,22.691317,2.4507,"{""type"":""MultiPoint"",""coordinates"":[]}"
15181,32.624016,2.8738077,"{""type"":""MultiPoint"",""coordinates"":[]}"
15182,32.624016,2.9497252,"{""type"":""MultiPoint"",""coordinates"":[]}"
15183,19.165464,2.820509,"{""type"":""MultiPoint"",""coordinates"":[]}"
15184,94.287766,2.48312,"{""type"":""MultiPoint"",""coordinates"":[]}"
15185,92.97184,0.81053567,"{""type"":""MultiPoint"",""coordinates"":[]}"
15186,78.668396,0.76453024,"{""type"":""MultiPoint"",""coordinates"":[]}"
15187,98.93791,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15188,98.93791,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15189,98.93791,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15190,96.75235,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15191,86.837524,0.014012087,"{""type"":""MultiPoint"",""coordinates"":[]}"
15192,86.837524,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15193,96.34106,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15194,96.34106,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15195,96.34106,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15196,98.26384,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15197,98.19561,0.07047675,"{""type"":""MultiPoint"",""coordinates"":[]}"
15198,97.38107,0.12045984,"{""type"":""MultiPoint"",""coordinates"":[]}"
15199,96.14521,0.14408201,"{""type"":""MultiPoint"",""coordinates"":[]}"
15200,96.14521,0.053342257,"{""type"":""MultiPoint"",""coordinates"":[]}"
15201,96.14521,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15202,64.40916,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15203,85.48812,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15204,90.18782,0.076519765,"{""type"":""MultiPoint"",""coordinates"":[]}"
15205,93.83148,0.28603482,"{""type"":""MultiPoint"",""coordinates"":[]}"
15206,91.66568,0.4806857,"{""type"":""MultiPoint"",""coordinates"":[]}"
15207,94.13305,0.30240098,"{""type"":""MultiPoint"",""coordinates"":[]}"
15208,94.13305,0.007080288,"{""type"":""MultiPoint"",""coordinates"":[]}"
15209,94.13305,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15210,98.90942,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15211,93.84696,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15212,93.33663,0.04697271,"{""type"":""MultiPoint"",""coordinates"":[]}"
15213,93.31177,0.10475408,"{""type"":""MultiPoint"",""coordinates"":[]}"
15214,98.13297,0.08541359,"{""type"":""MultiPoint"",""coordinates"":[]}"
15215,98.93346,0.015392789,"{""type"":""MultiPoint"",""coordinates"":[]}"
15216,97.608505,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15217,98.29534,0.07615289,"{""type"":""MultiPoint"",""coordinates"":[]}"
15218,97.80301,0.09843304,"{""type"":""MultiPoint"",""coordinates"":[]}"
15219,66.242905,0.035530742,"{""type"":""MultiPoint"",""coordinates"":[]}"
15220,76.2246,0.0037883662,"{""type"":""MultiPoint"",""coordinates"":[]}"
15221,97.75669,0.0036304318,"{""type"":""MultiPoint"",""coordinates"":[]}"
15222,98.132065,0.025502713,"{""type"":""MultiPoint"",""coordinates"":[]}"
15223,98.922775,0.04608005,"{""type"":""MultiPoint"",""coordinates"":[]}"
15224,91.40266,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15225,98.83106,0.022497341,"{""type"":""MultiPoint"",""coordinates"":[]}"
15226,96.13529,0.023910748,"{""type"":""MultiPoint"",""coordinates"":[]}"
15227,76.093094,0.0118756,"{""type"":""MultiPoint"",""coordinates"":[]}"
15228,65.20422,0.3433131,"{""type"":""MultiPoint"",""coordinates"":[]}"
15229,74.914505,0.818475,"{""type"":""MultiPoint"",""coordinates"":[]}"
15230,97.51113,0.99005467,"{""type"":""MultiPoint"",""coordinates"":[]}"
15231,98.5583,0.59083873,"{""type"":""MultiPoint"",""coordinates"":[]}"
15232,98.72153,0.17407967,"{""type"":""MultiPoint"",""coordinates"":[]}"
15233,98.72153,0.041526917,"{""type"":""MultiPoint"",""coordinates"":[]}"
15234,98.53899,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15235,98.6031,0.002878396,"{""type"":""MultiPoint"",""coordinates"":[]}"
15236,98.933464,0.021394663,"{""type"":""MultiPoint"",""coordinates"":[]}"
15237,98.933464,0.0026038692,"{""type"":""MultiPoint"",""coordinates"":[]}"
15238,98.933464,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15239,189.20346,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15240,97.59782,0.047281604,"{""type"":""MultiPoint"",""coordinates"":[]}"
15241,97.59782,0.047281604,"{""type"":""MultiPoint"",""coordinates"":[]}"
15242,97.59782,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15243,96.96173,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15244,98.86311,0.001982357,"{""type"":""MultiPoint"",""coordinates"":[]}"
15245,96.72831,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15246,97.945625,0.026758427,"{""type"":""MultiPoint"",""coordinates"":[]}"
15247,97.43898,0.010501175,"{""type"":""MultiPoint"",""coordinates"":[]}"
15248,54.696884,0.30736154,"{""type"":""MultiPoint"",""coordinates"":[]}"
15249,31.062263,1.231105,"{""type"":""MultiPoint"",""coordinates"":[]}"
15250,19.9522,1.8709437,"{""type"":""MultiPoint"",""coordinates"":[]}"
15251,27.708408,1.8507046,"{""type"":""MultiPoint"",""coordinates"":[]}"
15252,28.77009,1.9674629,"{""type"":""MultiPoint"",""coordinates"":[]}"
15253,22.449636,2.0585706,"{""type"":""MultiPoint"",""coordinates"":[]}"
15254,11.637336,2.437347,"{""type"":""MultiPoint"",""coordinates"":[]}"
15255,13.677326,2.652701,"{""type"":""MultiPoint"",""coordinates"":[]}"
15256,52.172047,2.2614973,"{""type"":""MultiPoint"",""coordinates"":[]}"
15257,77.86575,1.9677905,"{""type"":""MultiPoint"",""coordinates"":[]}"
15258,56.407383,1.6857592,"{""type"":""MultiPoint"",""coordinates"":[]}"
15259,22.17489,1.6666471,"{""type"":""MultiPoint"",""coordinates"":[]}"
15260,37.674152,1.9757394,"{""type"":""MultiPoint"",""coordinates"":[]}"
15261,43.118427,2.0955944,"{""type"":""MultiPoint"",""coordinates"":[]}"
15262,35.475536,2.3460662,"{""type"":""MultiPoint"",""coordinates"":[]}"
15263,19.893976,2.2063584,"{""type"":""MultiPoint"",""coordinates"":[]}"
15264,24.339521,1.9924196,"{""type"":""MultiPoint"",""coordinates"":[]}"
15265,26.436922,1.9287906,"{""type"":""MultiPoint"",""coordinates"":[]}"
15266,23.953577,2.0894618,"{""type"":""MultiPoint"",""coordinates"":[]}"
15267,17.075987,1.6771051,"{""type"":""MultiPoint"",""coordinates"":[]}"
15268,14.322258,1.642417,"{""type"":""MultiPoint"",""coordinates"":[]}"
15269,13.900981,2.1049185,"{""type"":""MultiPoint"",""coordinates"":[]}"
15270,65.10326,2.042563,"{""type"":""MultiPoint"",""coordinates"":[]}"
15271,94.23101,1.0842288,"{""type"":""MultiPoint"",""coordinates"":[]}"
15272,43.31265,0.9248826,"{""type"":""MultiPoint"",""coordinates"":[]}"
15273,18.76591,2.264233,"{""type"":""MultiPoint"",""coordinates"":[]}"
15274,10.697692,2.7839139,"{""type"":""MultiPoint"",""coordinates"":[]}"
15275,12.390527,2.1340876,"{""type"":""MultiPoint"",""coordinates"":[]}"
15276,10.672441,1.7705876,"{""type"":""MultiPoint"",""coordinates"":[]}"
15277,68.69465,1.81214,"{""type"":""MultiPoint"",""coordinates"":[]}"
15278,68.69465,1.6375612,"{""type"":""MultiPoint"",""coordinates"":[]}"
15279,30.46988,2.0124726,"{""type"":""MultiPoint"",""coordinates"":[]}"
15280,17.854069,2.2115543,"{""type"":""MultiPoint"",""coordinates"":[]}"
15281,19.638908,2.1591437,"{""type"":""MultiPoint"",""coordinates"":[]}"
15282,23.099422,2.1311543,"{""type"":""MultiPoint"",""coordinates"":[]}"
15283,18.531616,1.9094248,"{""type"":""MultiPoint"",""coordinates"":[]}"
15284,35.38143,1.9966958,"{""type"":""MultiPoint"",""coordinates"":[]}"
15285,38.126953,2.4701426,"{""type"":""MultiPoint"",""coordinates"":[]}"
15286,44.885036,2.5553412,"{""type"":""MultiPoint"",""coordinates"":[]}"
15287,46.969326,2.411614,"{""type"":""MultiPoint"",""coordinates"":[]}"
15288,10.186538,2.5617034,"{""type"":""MultiPoint"",""coordinates"":[]}"
15289,12.854869,2.8476934,"{""type"":""MultiPoint"",""coordinates"":[]}"
15290,19.471003,2.743073,"{""type"":""MultiPoint"",""coordinates"":[]}"
15291,13.850714,2.7308927,"{""type"":""MultiPoint"",""coordinates"":[]}"
15292,32.624016,3.0051346,"{""type"":""MultiPoint"",""coordinates"":[]}"
15293,4.245257,3.0650313,"{""type"":""MultiPoint"",""coordinates"":[]}"
15294,15.114568,3.0650313,"{""type"":""MultiPoint"",""coordinates"":[]}"
15295,75.37848,3.1235602,"{""type"":""MultiPoint"",""coordinates"":[]}"
15296,98.36716,2.9645362,"{""type"":""MultiPoint"",""coordinates"":[]}"
15297,93.42893,1.5755512,"{""type"":""MultiPoint"",""coordinates"":[]}"
15298,98.25907,0.37368172,"{""type"":""MultiPoint"",""coordinates"":[]}"
15299,92.97184,0.30025283,"{""type"":""MultiPoint"",""coordinates"":[]}"
15300,94.71556,0.0550667,"{""type"":""MultiPoint"",""coordinates"":[]}"
15301,73.9419,0.23402639,"{""type"":""MultiPoint"",""coordinates"":[]}"
15302,60.962227,0.5368583,"{""type"":""MultiPoint"",""coordinates"":[]}"
15303,54.573826,1.462526,"{""type"":""MultiPoint"",""coordinates"":[]}"
15304,55.823673,1.8714448,"{""type"":""MultiPoint"",""coordinates"":[]}"
15305,43.26559,1.9021678,"{""type"":""MultiPoint"",""coordinates"":[]}"
15306,43.26559,1.7508115,"{""type"":""MultiPoint"",""coordinates"":[]}"
15307,59.20765,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15308,81.19851,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15309,98.937195,5.5595016E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
15310,98.937195,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15311,98.937195,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15312,190.74544,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15313,190.74544,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15314,190.74544,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15315,190.74544,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15316,293.89502,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15317,494.7563,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15318,494.7563,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15319,494.7563,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15320,494.7563,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15321,494.7563,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15322,96.75235,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15323,92.7141,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15324,79.833916,0.021318924,"{""type"":""MultiPoint"",""coordinates"":[]}"
15325,84.2486,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15326,82.64031,0.009211657,"{""type"":""MultiPoint"",""coordinates"":[]}"
15327,83.58905,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15328,97.774086,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15329,97.774086,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15330,97.774086,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15331,98.95144,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15332,98.915825,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15333,98.915825,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15334,94.64591,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15335,91.86255,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15336,98.255295,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15337,98.255295,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15338,98.26384,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15339,98.19561,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15340,98.66203,0.08853386,"{""type"":""MultiPoint"",""coordinates"":[]}"
15341,97.66134,0.10893198,"{""type"":""MultiPoint"",""coordinates"":[]}"
15342,98.95144,0.055213433,"{""type"":""MultiPoint"",""coordinates"":[]}"
15343,98.95144,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15344,79.12063,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15345,73.72539,0.10601117,"{""type"":""MultiPoint"",""coordinates"":[]}"
15346,93.50264,0.36035833,"{""type"":""MultiPoint"",""coordinates"":[]}"
15347,98.95145,0.40241265,"{""type"":""MultiPoint"",""coordinates"":[]}"
15348,91.66568,0.1752161,"{""type"":""MultiPoint"",""coordinates"":[]}"
15349,94.13305,0.15892999,"{""type"":""MultiPoint"",""coordinates"":[]}"
15350,94.13305,7.609499E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
15351,98.37083,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15352,98.37083,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15353,98.37083,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15354,74.904434,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15355,74.904434,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15356,296.7033,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15357,296.7033,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15358,98.946106,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15359,98.78403,0.020931747,"{""type"":""MultiPoint"",""coordinates"":[]}"
15360,95.809364,0.079865344,"{""type"":""MultiPoint"",""coordinates"":[]}"
15361,95.18972,0.14418295,"{""type"":""MultiPoint"",""coordinates"":[]}"
15362,98.56671,0.08382998,"{""type"":""MultiPoint"",""coordinates"":[]}"
15363,98.93346,0.012231803,"{""type"":""MultiPoint"",""coordinates"":[]}"
15364,98.94521,0.0028283817,"{""type"":""MultiPoint"",""coordinates"":[]}"
15365,98.95145,0.02903258,"{""type"":""MultiPoint"",""coordinates"":[]}"
15366,92.33828,0.12379898,"{""type"":""MultiPoint"",""coordinates"":[]}"
15367,98.545044,0.1726376,"{""type"":""MultiPoint"",""coordinates"":[]}"
15368,64.86922,0.11120771,"{""type"":""MultiPoint"",""coordinates"":[]}"
15369,98.942535,0.047870804,"{""type"":""MultiPoint"",""coordinates"":[]}"
15370,98.95145,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15371,98.94343,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15372,90.77027,0.004241671,"{""type"":""MultiPoint"",""coordinates"":[]}"
15373,90.96589,0.0038168724,"{""type"":""MultiPoint"",""coordinates"":[]}"
15374,69.587265,0.12220169,"{""type"":""MultiPoint"",""coordinates"":[]}"
15375,51.082283,0.4406359,"{""type"":""MultiPoint"",""coordinates"":[]}"
15376,55.770462,0.8724584,"{""type"":""MultiPoint"",""coordinates"":[]}"
15377,91.405914,1.1277373,"{""type"":""MultiPoint"",""coordinates"":[]}"
15378,98.02793,0.76208353,"{""type"":""MultiPoint"",""coordinates"":[]}"
15379,98.92562,0.15238856,"{""type"":""MultiPoint"",""coordinates"":[]}"
15380,98.77868,0.01717169,"{""type"":""MultiPoint"",""coordinates"":[]}"
15381,98.77868,0.014342183,"{""type"":""MultiPoint"",""coordinates"":[]}"
15382,98.93096,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15383,98.93096,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15384,98.53899,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15385,97.859024,0.024531744,"{""type"":""MultiPoint"",""coordinates"":[]}"
15386,97.716484,0.042987984,"{""type"":""MultiPoint"",""coordinates"":[]}"
15387,97.716484,0.009643738,"{""type"":""MultiPoint"",""coordinates"":[]}"
15388,97.716484,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
15389,180.90016,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
