system:index,forest_area,rd,.geo
4500,89.38204,0.037800647,"{""type"":""MultiPoint"",""coordinates"":[]}"
4501,88.53318,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4502,97.31138,3.8456792E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4503,53.002995,0.57936066,"{""type"":""MultiPoint"",""coordinates"":[]}"
4504,32.59608,1.2929447,"{""type"":""MultiPoint"",""coordinates"":[]}"
4505,50.607967,1.7786865,"{""type"":""MultiPoint"",""coordinates"":[]}"
4506,92.414604,1.7097596,"{""type"":""MultiPoint"",""coordinates"":[]}"
4507,20.49952,1.9133205,"{""type"":""MultiPoint"",""coordinates"":[]}"
4508,41.683277,1.9133205,"{""type"":""MultiPoint"",""coordinates"":[]}"
4509,39.82605,2.27714,"{""type"":""MultiPoint"",""coordinates"":[]}"
4510,31.867533,2.2081578,"{""type"":""MultiPoint"",""coordinates"":[]}"
4511,52.974968,2.4215405,"{""type"":""MultiPoint"",""coordinates"":[]}"
4512,23.468735,1.7650557,"{""type"":""MultiPoint"",""coordinates"":[]}"
4513,12.752067,1.7341491,"{""type"":""MultiPoint"",""coordinates"":[]}"
4514,21.020838,2.5142102,"{""type"":""MultiPoint"",""coordinates"":[]}"
4515,33.054222,2.6728966,"{""type"":""MultiPoint"",""coordinates"":[]}"
4516,24.38356,2.4405997,"{""type"":""MultiPoint"",""coordinates"":[]}"
4517,34.5378,2.514502,"{""type"":""MultiPoint"",""coordinates"":[]}"
4518,61.299774,1.7155186,"{""type"":""MultiPoint"",""coordinates"":[]}"
4519,77.8348,0.90082896,"{""type"":""MultiPoint"",""coordinates"":[]}"
4520,59.39536,0.38481256,"{""type"":""MultiPoint"",""coordinates"":[]}"
4521,97.32379,0.020045804,"{""type"":""MultiPoint"",""coordinates"":[]}"
4522,97.60133,0.030878603,"{""type"":""MultiPoint"",""coordinates"":[]}"
4523,94.42349,0.046629656,"{""type"":""MultiPoint"",""coordinates"":[]}"
4524,96.234634,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4525,96.234634,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4526,97.6587,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4527,89.07111,0.021238038,"{""type"":""MultiPoint"",""coordinates"":[]}"
4528,97.16139,0.043047987,"{""type"":""MultiPoint"",""coordinates"":[]}"
4529,93.31632,0.110529885,"{""type"":""MultiPoint"",""coordinates"":[]}"
4530,94.855095,0.1385153,"{""type"":""MultiPoint"",""coordinates"":[]}"
4531,181.8315,0.061388515,"{""type"":""MultiPoint"",""coordinates"":[]}"
4532,181.8315,0.11050542,"{""type"":""MultiPoint"",""coordinates"":[]}"
4533,88.07233,0.11678432,"{""type"":""MultiPoint"",""coordinates"":[]}"
4534,89.14841,0.13488221,"{""type"":""MultiPoint"",""coordinates"":[]}"
4535,78.83905,0.31088465,"{""type"":""MultiPoint"",""coordinates"":[]}"
4536,90.6439,0.29187506,"{""type"":""MultiPoint"",""coordinates"":[]}"
4537,92.944435,0.0792051,"{""type"":""MultiPoint"",""coordinates"":[]}"
4538,81.36052,0.14787067,"{""type"":""MultiPoint"",""coordinates"":[]}"
4539,60.994804,0.4845775,"{""type"":""MultiPoint"",""coordinates"":[]}"
4540,77.0968,0.56956416,"{""type"":""MultiPoint"",""coordinates"":[]}"
4541,52.401176,0.76166517,"{""type"":""MultiPoint"",""coordinates"":[]}"
4542,53.687763,1.1360968,"{""type"":""MultiPoint"",""coordinates"":[]}"
4543,69.07055,0.9745562,"{""type"":""MultiPoint"",""coordinates"":[]}"
4544,89.1572,0.6130718,"{""type"":""MultiPoint"",""coordinates"":[]}"
4545,82.50637,0.6130718,"{""type"":""MultiPoint"",""coordinates"":[]}"
4546,65.130104,0.53634864,"{""type"":""MultiPoint"",""coordinates"":[]}"
4547,64.77172,0.7572745,"{""type"":""MultiPoint"",""coordinates"":[]}"
4548,54.674904,1.0025271,"{""type"":""MultiPoint"",""coordinates"":[]}"
4549,33.08126,0.97508013,"{""type"":""MultiPoint"",""coordinates"":[]}"
4550,17.51783,1.707278,"{""type"":""MultiPoint"",""coordinates"":[]}"
4551,17.51783,2.0413163,"{""type"":""MultiPoint"",""coordinates"":[]}"
4552,58.892536,1.5155425,"{""type"":""MultiPoint"",""coordinates"":[]}"
4553,97.609245,0.88092536,"{""type"":""MultiPoint"",""coordinates"":[]}"
4554,97.32498,0.13482583,"{""type"":""MultiPoint"",""coordinates"":[]}"
4555,92.863625,0.14854348,"{""type"":""MultiPoint"",""coordinates"":[]}"
4556,96.87665,0.22066373,"{""type"":""MultiPoint"",""coordinates"":[]}"
4557,90.530304,0.25849545,"{""type"":""MultiPoint"",""coordinates"":[]}"
4558,55.188644,0.74789876,"{""type"":""MultiPoint"",""coordinates"":[]}"
4559,75.90808,0.76744694,"{""type"":""MultiPoint"",""coordinates"":[]}"
4560,83.06721,0.0481442,"{""type"":""MultiPoint"",""coordinates"":[]}"
4561,178.8806,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4562,178.8806,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4563,58.558544,0.43084562,"{""type"":""MultiPoint"",""coordinates"":[]}"
4564,23.855751,1.2388378,"{""type"":""MultiPoint"",""coordinates"":[]}"
4565,36.276413,1.778239,"{""type"":""MultiPoint"",""coordinates"":[]}"
4566,63.953514,1.7208554,"{""type"":""MultiPoint"",""coordinates"":[]}"
4567,80.233894,1.2329022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4568,63.363758,0.9339042,"{""type"":""MultiPoint"",""coordinates"":[]}"
4569,20.264982,1.4971724,"{""type"":""MultiPoint"",""coordinates"":[]}"
4570,24.596804,2.0431356,"{""type"":""MultiPoint"",""coordinates"":[]}"
4571,43.784878,1.4575945,"{""type"":""MultiPoint"",""coordinates"":[]}"
4572,62.712616,0.89805317,"{""type"":""MultiPoint"",""coordinates"":[]}"
4573,193.50635,0.43053403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4574,97.1573,0.14812456,"{""type"":""MultiPoint"",""coordinates"":[]}"
4575,83.75205,0.14812456,"{""type"":""MultiPoint"",""coordinates"":[]}"
4576,12.1478615,0.36522225,"{""type"":""MultiPoint"",""coordinates"":[]}"
4577,11.783939,1.0655828,"{""type"":""MultiPoint"",""coordinates"":[]}"
4578,8.1077175,1.6034472,"{""type"":""MultiPoint"",""coordinates"":[]}"
4579,2.7060132,1.5625632,"{""type"":""MultiPoint"",""coordinates"":[]}"
4580,5.7749815,1.7178986,"{""type"":""MultiPoint"",""coordinates"":[]}"
4581,9.608392,1.5787119,"{""type"":""MultiPoint"",""coordinates"":[]}"
4582,8.756897,1.6847075,"{""type"":""MultiPoint"",""coordinates"":[]}"
4583,8.445047,1.9247172,"{""type"":""MultiPoint"",""coordinates"":[]}"
4584,19.005068,1.6828387,"{""type"":""MultiPoint"",""coordinates"":[]}"
4585,11.070006,1.8869687,"{""type"":""MultiPoint"",""coordinates"":[]}"
4586,6.7397437,2.3800936,"{""type"":""MultiPoint"",""coordinates"":[]}"
4587,8.712212,2.0878248,"{""type"":""MultiPoint"",""coordinates"":[]}"
4588,12.465619,1.8847036,"{""type"":""MultiPoint"",""coordinates"":[]}"
4589,9.823442,1.8345213,"{""type"":""MultiPoint"",""coordinates"":[]}"
4590,39.9141,1.5997213,"{""type"":""MultiPoint"",""coordinates"":[]}"
4591,95.16669,1.0669097,"{""type"":""MultiPoint"",""coordinates"":[]}"
4592,95.358925,0.29695842,"{""type"":""MultiPoint"",""coordinates"":[]}"
4593,65.12221,0.0022998487,"{""type"":""MultiPoint"",""coordinates"":[]}"
4594,81.14921,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4595,14.87447,0.7593224,"{""type"":""MultiPoint"",""coordinates"":[]}"
4596,47.780853,1.7505379,"{""type"":""MultiPoint"",""coordinates"":[]}"
4597,58.46116,1.0594696,"{""type"":""MultiPoint"",""coordinates"":[]}"
4598,74.05572,1.3132552,"{""type"":""MultiPoint"",""coordinates"":[]}"
4599,97.542114,1.0477065,"{""type"":""MultiPoint"",""coordinates"":[]}"
4600,97.212074,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4601,96.238754,0.048319712,"{""type"":""MultiPoint"",""coordinates"":[]}"
4602,97.48675,0.119098954,"{""type"":""MultiPoint"",""coordinates"":[]}"
4603,96.582634,0.15474081,"{""type"":""MultiPoint"",""coordinates"":[]}"
4604,97.43427,0.087571695,"{""type"":""MultiPoint"",""coordinates"":[]}"
4605,94.98706,0.063471004,"{""type"":""MultiPoint"",""coordinates"":[]}"
4606,96.6562,0.14287145,"{""type"":""MultiPoint"",""coordinates"":[]}"
4607,97.466805,0.035551507,"{""type"":""MultiPoint"",""coordinates"":[]}"
4608,97.47999,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4609,97.47999,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4610,97.47999,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4611,97.65672,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4612,97.1107,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4613,93.49893,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4614,96.20332,0.021936292,"{""type"":""MultiPoint"",""coordinates"":[]}"
4615,89.28943,0.14936063,"{""type"":""MultiPoint"",""coordinates"":[]}"
4616,84.18374,0.34246778,"{""type"":""MultiPoint"",""coordinates"":[]}"
4617,37.932167,1.2436571,"{""type"":""MultiPoint"",""coordinates"":[]}"
4618,74.11249,2.2761145,"{""type"":""MultiPoint"",""coordinates"":[]}"
4619,74.11249,2.1826394,"{""type"":""MultiPoint"",""coordinates"":[]}"
4620,73.593796,1.6412107,"{""type"":""MultiPoint"",""coordinates"":[]}"
4621,70.91721,0.6637782,"{""type"":""MultiPoint"",""coordinates"":[]}"
4622,69.554985,0.7360521,"{""type"":""MultiPoint"",""coordinates"":[]}"
4623,66.48947,1.0561262,"{""type"":""MultiPoint"",""coordinates"":[]}"
4624,49.588802,0.90524006,"{""type"":""MultiPoint"",""coordinates"":[]}"
4625,76.54328,0.8337269,"{""type"":""MultiPoint"",""coordinates"":[]}"
4626,55.930256,1.0865554,"{""type"":""MultiPoint"",""coordinates"":[]}"
4627,78.11959,1.212276,"{""type"":""MultiPoint"",""coordinates"":[]}"
4628,157.6011,0.38011792,"{""type"":""MultiPoint"",""coordinates"":[]}"
4629,93.41466,0.13969445,"{""type"":""MultiPoint"",""coordinates"":[]}"
4630,92.63906,0.13969445,"{""type"":""MultiPoint"",""coordinates"":[]}"
4631,73.50654,0.11969269,"{""type"":""MultiPoint"",""coordinates"":[]}"
4632,14.426711,0.32515174,"{""type"":""MultiPoint"",""coordinates"":[]}"
4633,50.732265,1.2048283,"{""type"":""MultiPoint"",""coordinates"":[]}"
4634,38.81394,1.4815488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4635,33.386517,1.2907115,"{""type"":""MultiPoint"",""coordinates"":[]}"
4636,33.282635,1.4468957,"{""type"":""MultiPoint"",""coordinates"":[]}"
4637,42.263885,1.426935,"{""type"":""MultiPoint"",""coordinates"":[]}"
4638,146.91214,1.6373669,"{""type"":""MultiPoint"",""coordinates"":[]}"
4639,75.62061,1.3336849,"{""type"":""MultiPoint"",""coordinates"":[]}"
4640,83.68368,1.0006245,"{""type"":""MultiPoint"",""coordinates"":[]}"
4641,89.57663,0.85235816,"{""type"":""MultiPoint"",""coordinates"":[]}"
4642,92.10549,0.73624784,"{""type"":""MultiPoint"",""coordinates"":[]}"
4643,79.028336,0.36651403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4644,63.959293,0.54553145,"{""type"":""MultiPoint"",""coordinates"":[]}"
4645,76.96771,1.2340026,"{""type"":""MultiPoint"",""coordinates"":[]}"
4646,67.973335,0.8181977,"{""type"":""MultiPoint"",""coordinates"":[]}"
4647,89.22657,0.6130261,"{""type"":""MultiPoint"",""coordinates"":[]}"
4648,61.79088,0.41536134,"{""type"":""MultiPoint"",""coordinates"":[]}"
4649,53.5117,0.58492774,"{""type"":""MultiPoint"",""coordinates"":[]}"
4650,44.497406,1.1592615,"{""type"":""MultiPoint"",""coordinates"":[]}"
4651,40.69049,1.7042251,"{""type"":""MultiPoint"",""coordinates"":[]}"
4652,31.035511,1.8102022,"{""type"":""MultiPoint"",""coordinates"":[]}"
4653,30.848621,1.960527,"{""type"":""MultiPoint"",""coordinates"":[]}"
4654,21.54589,2.0213194,"{""type"":""MultiPoint"",""coordinates"":[]}"
4655,8.389729,2.0337825,"{""type"":""MultiPoint"",""coordinates"":[]}"
4656,11.1268,3.0497513,"{""type"":""MultiPoint"",""coordinates"":[]}"
4657,39.067963,2.6120632,"{""type"":""MultiPoint"",""coordinates"":[]}"
4658,11.536249,2.0972183,"{""type"":""MultiPoint"",""coordinates"":[]}"
4659,12.470621,2.7064078,"{""type"":""MultiPoint"",""coordinates"":[]}"
4660,22.858946,2.7374923,"{""type"":""MultiPoint"",""coordinates"":[]}"
4661,16.500612,2.6796045,"{""type"":""MultiPoint"",""coordinates"":[]}"
4662,8.97255,3.0977132,"{""type"":""MultiPoint"",""coordinates"":[]}"
4663,13.158772,2.915235,"{""type"":""MultiPoint"",""coordinates"":[]}"
4664,8.149619,3.1033876,"{""type"":""MultiPoint"",""coordinates"":[]}"
4665,12.394991,3.1237085,"{""type"":""MultiPoint"",""coordinates"":[]}"
4666,18.595343,2.7109072,"{""type"":""MultiPoint"",""coordinates"":[]}"
4667,29.136728,2.328073,"{""type"":""MultiPoint"",""coordinates"":[]}"
4668,29.239855,2.021281,"{""type"":""MultiPoint"",""coordinates"":[]}"
4669,46.37178,1.9819576,"{""type"":""MultiPoint"",""coordinates"":[]}"
4670,26.23364,1.9284868,"{""type"":""MultiPoint"",""coordinates"":[]}"
4671,32.213486,2.2563834,"{""type"":""MultiPoint"",""coordinates"":[]}"
4672,54.924923,1.991647,"{""type"":""MultiPoint"",""coordinates"":[]}"
4673,81.17783,1.4633055,"{""type"":""MultiPoint"",""coordinates"":[]}"
4674,168.03824,0.8749317,"{""type"":""MultiPoint"",""coordinates"":[]}"
4675,168.03824,0.5979327,"{""type"":""MultiPoint"",""coordinates"":[]}"
4676,92.055824,0.49092877,"{""type"":""MultiPoint"",""coordinates"":[]}"
4677,71.43118,0.8048053,"{""type"":""MultiPoint"",""coordinates"":[]}"
4678,57.811428,1.3048185,"{""type"":""MultiPoint"",""coordinates"":[]}"
4679,51.98997,1.369475,"{""type"":""MultiPoint"",""coordinates"":[]}"
4680,67.76869,1.0461459,"{""type"":""MultiPoint"",""coordinates"":[]}"
4681,66.42452,1.1683936,"{""type"":""MultiPoint"",""coordinates"":[]}"
4682,64.934166,1.4188664,"{""type"":""MultiPoint"",""coordinates"":[]}"
4683,190.95999,1.1753277,"{""type"":""MultiPoint"",""coordinates"":[]}"
4684,95.730934,0.7441201,"{""type"":""MultiPoint"",""coordinates"":[]}"
4685,97.30564,0.7441201,"{""type"":""MultiPoint"",""coordinates"":[]}"
4686,97.52716,0.11142141,"{""type"":""MultiPoint"",""coordinates"":[]}"
4687,97.344315,0.026942777,"{""type"":""MultiPoint"",""coordinates"":[]}"
4688,73.43143,0.0022418322,"{""type"":""MultiPoint"",""coordinates"":[]}"
4689,97.49416,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4690,63.530533,0.07125568,"{""type"":""MultiPoint"",""coordinates"":[]}"
4691,39.865826,0.66049105,"{""type"":""MultiPoint"",""coordinates"":[]}"
4692,46.350346,1.4746356,"{""type"":""MultiPoint"",""coordinates"":[]}"
4693,92.414604,1.8017468,"{""type"":""MultiPoint"",""coordinates"":[]}"
4694,3.5072396,2.0682251,"{""type"":""MultiPoint"",""coordinates"":[]}"
4695,1.7785046,2.500569,"{""type"":""MultiPoint"",""coordinates"":[]}"
4696,13.074029,2.5657697,"{""type"":""MultiPoint"",""coordinates"":[]}"
4697,9.452311,2.5458724,"{""type"":""MultiPoint"",""coordinates"":[]}"
4698,32.835533,2.6428318,"{""type"":""MultiPoint"",""coordinates"":[]}"
4699,46.970776,1.922484,"{""type"":""MultiPoint"",""coordinates"":[]}"
4700,46.040504,1.6417271,"{""type"":""MultiPoint"",""coordinates"":[]}"
4701,19.70678,2.1700096,"{""type"":""MultiPoint"",""coordinates"":[]}"
4702,22.618032,2.4695556,"{""type"":""MultiPoint"",""coordinates"":[]}"
4703,25.399878,2.6588342,"{""type"":""MultiPoint"",""coordinates"":[]}"
4704,21.246614,2.4004092,"{""type"":""MultiPoint"",""coordinates"":[]}"
4705,26.841375,2.119228,"{""type"":""MultiPoint"",""coordinates"":[]}"
4706,53.33734,1.8948568,"{""type"":""MultiPoint"",""coordinates"":[]}"
4707,60.18334,1.3149207,"{""type"":""MultiPoint"",""coordinates"":[]}"
4708,80.1288,0.6570648,"{""type"":""MultiPoint"",""coordinates"":[]}"
4709,73.04063,0.3386533,"{""type"":""MultiPoint"",""coordinates"":[]}"
4710,58.393288,0.4008158,"{""type"":""MultiPoint"",""coordinates"":[]}"
4711,28.641079,1.6803902,"{""type"":""MultiPoint"",""coordinates"":[]}"
4712,54.333794,2.2260473,"{""type"":""MultiPoint"",""coordinates"":[]}"
4713,67.89178,1.6688385,"{""type"":""MultiPoint"",""coordinates"":[]}"
4714,96.83641,0.78468645,"{""type"":""MultiPoint"",""coordinates"":[]}"
4715,97.32379,0.03588802,"{""type"":""MultiPoint"",""coordinates"":[]}"
4716,97.43343,0.09365766,"{""type"":""MultiPoint"",""coordinates"":[]}"
4717,97.69055,0.11207203,"{""type"":""MultiPoint"",""coordinates"":[]}"
4718,97.69055,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4719,89.07111,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4720,82.29296,0.028463027,"{""type"":""MultiPoint"",""coordinates"":[]}"
4721,91.09883,0.086630225,"{""type"":""MultiPoint"",""coordinates"":[]}"
4722,94.855095,0.045787334,"{""type"":""MultiPoint"",""coordinates"":[]}"
4723,181.8315,0.025519216,"{""type"":""MultiPoint"",""coordinates"":[]}"
4724,181.8315,0.038830426,"{""type"":""MultiPoint"",""coordinates"":[]}"
4725,92.39729,0.038830426,"{""type"":""MultiPoint"",""coordinates"":[]}"
4726,88.194244,0.04656407,"{""type"":""MultiPoint"",""coordinates"":[]}"
4727,89.99126,0.14227873,"{""type"":""MultiPoint"",""coordinates"":[]}"
4728,90.6439,0.17986387,"{""type"":""MultiPoint"",""coordinates"":[]}"
4729,92.944435,0.048716314,"{""type"":""MultiPoint"",""coordinates"":[]}"
4730,81.36052,9.91611E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
4731,85.26407,0.035941403,"{""type"":""MultiPoint"",""coordinates"":[]}"
4732,86.10229,0.42785105,"{""type"":""MultiPoint"",""coordinates"":[]}"
4733,89.21726,0.5532455,"{""type"":""MultiPoint"",""coordinates"":[]}"
4734,90.4768,0.43856892,"{""type"":""MultiPoint"",""coordinates"":[]}"
4735,86.93583,0.45889333,"{""type"":""MultiPoint"",""coordinates"":[]}"
4736,91.03969,0.51299286,"{""type"":""MultiPoint"",""coordinates"":[]}"
4737,90.63004,0.3468428,"{""type"":""MultiPoint"",""coordinates"":[]}"
4738,78.77879,0.32687825,"{""type"":""MultiPoint"",""coordinates"":[]}"
4739,80.56629,0.33272725,"{""type"":""MultiPoint"",""coordinates"":[]}"
4740,78.96228,0.28256017,"{""type"":""MultiPoint"",""coordinates"":[]}"
4741,48.87322,0.5135327,"{""type"":""MultiPoint"",""coordinates"":[]}"
4742,37.057064,1.0145422,"{""type"":""MultiPoint"",""coordinates"":[]}"
4743,8.336867,1.7283019,"{""type"":""MultiPoint"",""coordinates"":[]}"
4744,25.011206,2.1922152,"{""type"":""MultiPoint"",""coordinates"":[]}"
4745,55.287632,1.84027,"{""type"":""MultiPoint"",""coordinates"":[]}"
4746,74.13564,1.2315236,"{""type"":""MultiPoint"",""coordinates"":[]}"
4747,76.46643,0.8383357,"{""type"":""MultiPoint"",""coordinates"":[]}"
4748,85.00612,0.82585764,"{""type"":""MultiPoint"",""coordinates"":[]}"
4749,90.202126,0.84913504,"{""type"":""MultiPoint"",""coordinates"":[]}"
4750,78.17883,0.76830643,"{""type"":""MultiPoint"",""coordinates"":[]}"
4751,8.832843,1.710835,"{""type"":""MultiPoint"",""coordinates"":[]}"
4752,80.34918,1.7031777,"{""type"":""MultiPoint"",""coordinates"":[]}"
4753,91.72991,0.1735826,"{""type"":""MultiPoint"",""coordinates"":[]}"
4754,178.8806,0.2115665,"{""type"":""MultiPoint"",""coordinates"":[]}"
4755,55.985294,0.8980958,"{""type"":""MultiPoint"",""coordinates"":[]}"
4756,15.286466,0.8980958,"{""type"":""MultiPoint"",""coordinates"":[]}"
4757,28.166014,1.5118976,"{""type"":""MultiPoint"",""coordinates"":[]}"
4758,17.107328,2.162196,"{""type"":""MultiPoint"",""coordinates"":[]}"
4759,9.680307,2.0771093,"{""type"":""MultiPoint"",""coordinates"":[]}"
4760,17.751389,2.0403175,"{""type"":""MultiPoint"",""coordinates"":[]}"
4761,19.231512,2.091868,"{""type"":""MultiPoint"",""coordinates"":[]}"
4762,18.762026,2.2184682,"{""type"":""MultiPoint"",""coordinates"":[]}"
4763,18.772312,2.2439222,"{""type"":""MultiPoint"",""coordinates"":[]}"
4764,17.163305,2.2264347,"{""type"":""MultiPoint"",""coordinates"":[]}"
4765,26.841942,1.8856994,"{""type"":""MultiPoint"",""coordinates"":[]}"
4766,33.187035,1.5792518,"{""type"":""MultiPoint"",""coordinates"":[]}"
4767,43.58641,1.3585005,"{""type"":""MultiPoint"",""coordinates"":[]}"
4768,37.936455,1.313224,"{""type"":""MultiPoint"",""coordinates"":[]}"
4769,25.127789,1.4332752,"{""type"":""MultiPoint"",""coordinates"":[]}"
4770,33.099224,1.6982658,"{""type"":""MultiPoint"",""coordinates"":[]}"
4771,17.849794,1.4022453,"{""type"":""MultiPoint"",""coordinates"":[]}"
4772,14.443205,1.5583359,"{""type"":""MultiPoint"",""coordinates"":[]}"
4773,10.408621,1.9342985,"{""type"":""MultiPoint"",""coordinates"":[]}"
4774,8.699032,1.7618068,"{""type"":""MultiPoint"",""coordinates"":[]}"
4775,9.891401,1.7629992,"{""type"":""MultiPoint"",""coordinates"":[]}"
4776,5.4184394,2.0147834,"{""type"":""MultiPoint"",""coordinates"":[]}"
4777,7.1932197,2.008951,"{""type"":""MultiPoint"",""coordinates"":[]}"
4778,6.8431926,1.7498009,"{""type"":""MultiPoint"",""coordinates"":[]}"
4779,11.872815,1.9718127,"{""type"":""MultiPoint"",""coordinates"":[]}"
4780,13.614009,2.2272727,"{""type"":""MultiPoint"",""coordinates"":[]}"
4781,10.068008,1.8437102,"{""type"":""MultiPoint"",""coordinates"":[]}"
4782,9.031463,1.49463,"{""type"":""MultiPoint"",""coordinates"":[]}"
4783,64.49089,1.3512328,"{""type"":""MultiPoint"",""coordinates"":[]}"
4784,94.44682,0.7068585,"{""type"":""MultiPoint"",""coordinates"":[]}"
4785,94.44682,0.14901559,"{""type"":""MultiPoint"",""coordinates"":[]}"
4786,95.45934,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4787,72.65849,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4788,9.916969,1.036602,"{""type"":""MultiPoint"",""coordinates"":[]}"
4789,52.130226,1.7023294,"{""type"":""MultiPoint"",""coordinates"":[]}"
4790,66.470634,0.6052657,"{""type"":""MultiPoint"",""coordinates"":[]}"
4791,38.450565,1.1895889,"{""type"":""MultiPoint"",""coordinates"":[]}"
4792,86.67796,1.4706488,"{""type"":""MultiPoint"",""coordinates"":[]}"
4793,93.688644,0.45655552,"{""type"":""MultiPoint"",""coordinates"":[]}"
4794,96.593895,0.101178266,"{""type"":""MultiPoint"",""coordinates"":[]}"
4795,97.53134,0.083060354,"{""type"":""MultiPoint"",""coordinates"":[]}"
4796,96.42945,0.047197953,"{""type"":""MultiPoint"",""coordinates"":[]}"
4797,94.682526,0.10951555,"{""type"":""MultiPoint"",""coordinates"":[]}"
4798,75.49325,0.39714608,"{""type"":""MultiPoint"",""coordinates"":[]}"
4799,96.20592,0.30072704,"{""type"":""MultiPoint"",""coordinates"":[]}"
4800,193.37312,0.16615394,"{""type"":""MultiPoint"",""coordinates"":[]}"
4801,193.37312,0.06543623,"{""type"":""MultiPoint"",""coordinates"":[]}"
4802,97.528725,0.010352492,"{""type"":""MultiPoint"",""coordinates"":[]}"
4803,97.528725,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4804,97.65672,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4805,97.55513,0.019650996,"{""type"":""MultiPoint"",""coordinates"":[]}"
4806,92.539406,0.06323868,"{""type"":""MultiPoint"",""coordinates"":[]}"
4807,90.17171,0.13765852,"{""type"":""MultiPoint"",""coordinates"":[]}"
4808,79.25244,0.43241578,"{""type"":""MultiPoint"",""coordinates"":[]}"
4809,52.46786,1.1519989,"{""type"":""MultiPoint"",""coordinates"":[]}"
4810,61.77428,1.2781985,"{""type"":""MultiPoint"",""coordinates"":[]}"
4811,74.11249,1.3183527,"{""type"":""MultiPoint"",""coordinates"":[]}"
4812,85.356384,0.8173748,"{""type"":""MultiPoint"",""coordinates"":[]}"
4813,65.204765,0.8173748,"{""type"":""MultiPoint"",""coordinates"":[]}"
4814,66.929,1.0306683,"{""type"":""MultiPoint"",""coordinates"":[]}"
4815,77.34975,0.923795,"{""type"":""MultiPoint"",""coordinates"":[]}"
4816,55.182846,0.86602587,"{""type"":""MultiPoint"",""coordinates"":[]}"
4817,63.727287,1.0669504,"{""type"":""MultiPoint"",""coordinates"":[]}"
4818,68.8736,1.238992,"{""type"":""MultiPoint"",""coordinates"":[]}"
4819,58.70906,1.0821923,"{""type"":""MultiPoint"",""coordinates"":[]}"
4820,88.56661,1.14291,"{""type"":""MultiPoint"",""coordinates"":[]}"
4821,84.24375,1.1799892,"{""type"":""MultiPoint"",""coordinates"":[]}"
4822,82.17225,0.8305483,"{""type"":""MultiPoint"",""coordinates"":[]}"
4823,45.229076,0.6627558,"{""type"":""MultiPoint"",""coordinates"":[]}"
4824,50.284748,0.74836457,"{""type"":""MultiPoint"",""coordinates"":[]}"
4825,11.621479,1.5988562,"{""type"":""MultiPoint"",""coordinates"":[]}"
4826,24.363966,2.1092157,"{""type"":""MultiPoint"",""coordinates"":[]}"
4827,46.751152,1.7787273,"{""type"":""MultiPoint"",""coordinates"":[]}"
4828,43.83166,1.3793422,"{""type"":""MultiPoint"",""coordinates"":[]}"
4829,53.701912,1.6262453,"{""type"":""MultiPoint"",""coordinates"":[]}"
4830,63.885334,1.6357752,"{""type"":""MultiPoint"",""coordinates"":[]}"
4831,82.92651,1.177811,"{""type"":""MultiPoint"",""coordinates"":[]}"
4832,74.8963,0.96175706,"{""type"":""MultiPoint"",""coordinates"":[]}"
4833,92.70235,0.81942886,"{""type"":""MultiPoint"",""coordinates"":[]}"
4834,94.63878,0.6168256,"{""type"":""MultiPoint"",""coordinates"":[]}"
4835,96.68901,0.6241495,"{""type"":""MultiPoint"",""coordinates"":[]}"
4836,92.85463,0.3329638,"{""type"":""MultiPoint"",""coordinates"":[]}"
4837,83.63998,0.32892382,"{""type"":""MultiPoint"",""coordinates"":[]}"
4838,80.65048,0.75768083,"{""type"":""MultiPoint"",""coordinates"":[]}"
4839,70.202034,0.5642817,"{""type"":""MultiPoint"",""coordinates"":[]}"
4840,83.42746,0.60390615,"{""type"":""MultiPoint"",""coordinates"":[]}"
4841,68.88536,0.4044095,"{""type"":""MultiPoint"",""coordinates"":[]}"
